dish_name,count
"Rántott tengeri halszelet, petrezselymes burgonya, saláta c: rablóhús, párolt rizs, fahéjas alma",2
Mézes-mustáros csirke spagetti,2
"Pepperónis - sajtos rántott pulykamell, krokett",2
"Párizsi csirkemell csíkok, petrezselymes burgonya, saláta c: sertés szelet jóasszony módra, párolt rizs, saláta",2
"Párizsi csirkemell csíkok, petrezselymes burgonya, saláta c: sobri sertés szelet, párolt rizs",2
"Párizsi csirkemell csíkok- rántott gomba, zöldséges rizs, saláta c: lecsós sertésszelet tarhonyával",2
"Párizsi csirkemell – töltött gomba, párolt rizs, párolt zöldség c: búbos sertés java, petrezselymes burgonya, saláta",2
"Párizsi csirkemell, hagymás burgonya, saláta c: Holstein sertés szelet, párolt rizs, saláta",2
"Párizsi csirkemell, piszkefőzelék",2
"Párizsi csirkemell, párolt rizs, párolt zöldség c: dubarry sertés java, vajas burgonya, saláta",2
"Párizsi sertés csíkok, párolt rizs, párolt zöldség c: grillezett csirkeszárny, vajas burgonya, saláta",2
"Párizsi sertés szelet, hagymás burgonya, saláta",2
"Párizsi sertés szelet, párolt rizs, saláta",2
"Párizsi sertéscsíkok, petrezselymes burgonya, saláta",2
"Párizsi sertéscsíkok, rizibizi, saláta c: mustáros sertés tarja, tört burgonya, saláta",2
"Párizsi sertésszelet, sültburgonya",2
Pármai rakott penne,2
Párolt marhaszelet vadasan krokett,2
"Párizsi csirkemell csíkok, petrezselymes burgonya, saláta c: paprikás sertésszelet galuskával",2
"Párizsi csirkemell csík, majonézes burgonyasaláta",2
Puszta pecsenye rizibizi,2
"Polpetti, sültburgonya",2
"Pepperónis csirkemell, rizs",2
Pikáns csirkeszárny rösztivel,2
"Pincepörkölt, tarhonya",2
Pirított tarhonyaleves,2
"Piszkefőzelék, Párizsi csirkemell",2
"Polpetti, rizibizi",2
"Polpetti, vajas burgonya, saláta",2
"Pulykatokány tésztával, saláta",2
Pulyka Brassói,2
"Pulykapörkölt, sós burgonya, saláta",2
"Pulykapörkölt, sósburgonya, saláta",2
Pulykaragu leves,2
Pulykarostélyos petrezselymes burgonya,2
"Pulykasült, tört burgonya, párolt káposzta",2
Narancsos gyömbéres csirkemell jázmin rizs,2
Mészáros tokány tészta,2
Pásztor gulyásleves - tyúkhúsleves csigatésztával,2
Magyaros krumplileves,2
Lecsós tarhonyás hús,2
"Lecsós-tejfölös csirkecomb filé, tepsis burgonya",2
Lekváros derelye,2
Lencsefőzelék sertés pörkölttel,2
Lencsekrém leves - gyümölcsleves,2
Lencseleves füstölt hússal,2
Lencseleves füstölt tarjával,2
Lencseleves virslivel,2
Liba leves nyírségi gombóccal,2
Libaaprólék leves,2
Libazúza pörkölt tarhonyával,2
Lyoni sertés szelet hasábburgonya,2
"Magvas rántott szelet, francia saláta, rizs",2
"Magvas rántott szelet, petrezselymes burgonya",2
Magyaros Bakonyi galuska leves,2
Lecsós tarhonya sült tarjával,2
Lecsós szelet rizzsel,2
"Lecsós sertésszelet, tarhonya",2
Kínai zöldségleves,2
Korhelyleves virslikarikákkal,2
Korzikai aprópecsenye,2
Káposztás tészta c: farsangi fánk öntettel,2
Káposztás tészta c: lekváros gombóc,2
Káposztás tészta c: szilvás gombóc,2
Káposztás tészta c: ízes derelye,2
Körömpörkölt főtt burgonyával,2
Lecsós sertéskaraj rizzsel,2
Laskagomba paprikás galuskával,2
Lebbencsleves - csontleves cérnametélttel,2
"Lecsós csirkecomb, rizs",2
"Lecsós csirkemáj, törtburgonyával",2
"Lecsós sertés pörkölt, tésztával",2
Lecsós sertéskaraj bulgurral,2
Magyaros burgonya leves,2
Magyaros sült oldalas hagymás tört burgonya,2
"Mátrai borzas karaj, rizs",2
Magyaros vajgaluska leves,2
"Mexikói sertés szelet, párolt rizs",2
Milánói makaróni c: grízes tészta öntettel,2
Milánói rakott tészta,2
Mogyorókrémes mini gombóc,2
Mustáros flekken steak burgonya almapaprika,2
"Mustáros flekken, fűszeres burgonya, savanyúság",2
"Mustáros flekken, steak burgonya",2
"Mustáros mézes csirkecomb, tojásos rizs",2
"Mustáros pulyka apró, tészta",2
"Mustáros pulykaapró, tészta",2
Máglya rakás,2
Májgaluska leves - csontleves,2
Mákos vagy sajtos - tejfölös nudli,2
Március,2
"Márványsajtos burgonyaleves bacon ropogóssal Párizsi pulykamell csíkok, mexikói rizs, kompót",2
Mexikói húsgaluska leves,2
Mexikói aprópecsenye,2
"Meggyszósz, Párizsi csirkemellel",2
Marhacsont leves,2
Magyaróvári sertéskaraj rizzsel,2
Malachús Brassói módra,2
Malacsült mexikói rizzsel,2
"Mandulás rántott csirkemell, zöldséges bulgurral",2
"Mandulás rántott szelet, petrezselymes burgonya",2
Mangókrémleves - csontleves,2
"Marhacsontleves, cérnametélt joghurtos csirkecombfilé, párolt zöldség, burgonya",2
"Meggyszósz, Párizsi csirke",2
Marhagulyás leves,2
Marhapörkölt tarhonyával és kovászos uborkával,2
Meggyes máglyarakás,2
Meggyfőzelék rántott szelet,2
Meggymártás rántott csirkemellel,2
Meggymártásos rántott csirkemell,2
Párolt marhaszelet vadasan krokettel,2
"Pepperónis - sajtos pulykamell rántva, krokett",2
"Roston sült karaj, törtburgonyával",2
"Rántott sajt - Párizsi sertéscsík, párolt rizs, francia saláta",2
"Rántott sajt – rántott csirkecomb, párolt rizs, francia saláta c: fokhagymás sertés tarja, hagymás burgonya, saláta",2
"Rántott camembert, krokett, barack",2
"Rántott sajt - rántott karfiol, párolt rizs, saláta",2
"Rántott camembert, áfonya, barack, krokett",2
"Rántott sajt - rántott gomba, párolt rizs, majonézes burgonya",2
"Rántott sajt - Párizsi sertéscsík, párolt rizs, majonézes brokkoli c: sertés szelet budapest módra, vajas burgonya, saláta",2
"Rántott karfiol-gomba hasábburgonyával, tartár mártással",2
Ropogós sült csirkecomb fűszeres burgonya,2
Rántott csirkecomb filé petrezselymes burgonya,2
"Rántott csirkecomb, meggyfőzelék",2
"Rántott karfiol, rizibizi, tartár",2
Rántott karfiol tartármártás jázmin rizs,2
"Rántott jércemell, petrezselymes burgonya",2
"Rántott csirkecomb, párolt rizs, fahéjas alma c: Bakonyi sertés szelet galuskával",2
"Rántott sajt – rántott csirkemell, párolt rizs, majonézes kukorica c: mustáros sertés flekken, petrezselymes burgonya, saláta",2
"Rántott sajt – rántott karfiol, párolt rizs, majonézes burgonya c: kofapecsenye, hagymás burgonya",2
Rántott camembert salátával áfonya lekvárral,2
Rántott camambert salátával áfonya lekvárral,2
"Roston sült pontyszelet jóasszony módra, párolt rizs, saláta",2
"Roston sült csirkeszárny, karikás burgonya, saláta",2
"Rántott sajt, burgonyapürével",2
"Rántott sajt, rántott gomba, párolt rizs, majonézes kukorica c: mustáros sertés tarja, petrezselymes burgonya, saláta",2
"Roston sült csirkecomb magyarosan, párolt rizs",2
"Rántott sajt, tartár, rizs",2
"Rántott sajt- Párizsi csirkemell, párolt rizs, majonézes kukorica c: mustáros sertés flekken, hagymás burgonya, saláta",2
"Rántott sajt- Párizsi sertéscsík, párolt rizs, francia saláta c: fokhagymás sertés tarja, hagymás burgonya, saláta",2
"Roston csirkemell, tojásos rizs",2
"Roston csirkemell, rizs és zöldség köret",2
Roston csirkecomb filé salátával és hasábburgonyával,2
"Ropogós sült hekk, rizs",2
"Rántott sajt- Párizsi sertéscsík, párolt rizs, francia saláta c: mustáros sertés flekken, petrezselymes burgonya, saláta",2
"Rántott csirkecomb, rizibizi, saláta c: Bakonyi sertés szelet tésztával",2
"Rántott jércemell, krokett",2
"Rántott jércemell, francia saláta, rizs",2
Rántott csirkemell meggymártással,2
"Rántott csirkemell, vajas burgonya, saláta c: hentes sertés szelet, párolt rizs",2
"Rántott csirkemell, zöldséges bulgurral",2
"Rántott csirkemell, rizs",2
"Rántott csirkemell, zöldséges rizs, saláta c: rakott karfiol",2
"Rántott csirkemell, rizibizi, párolt zöldség c: Brassói aprópecsenye, saláta",2
"Rántott csirkemell, petrezselymes burgonya, saláta c: sobri sertés szelet, párolt rizs",2
"Rántott csirkemell, zöldséges rizs, saláta c: rakott kel",2
"Rántott csirkemell, petrezselymes burgonya, saláta c: mexikói sertés szelet, párolt rizs",2
"Rántott csirkemell, kukoricás rizzsel",2
"Rántott csirkemell, hagymás burgonya, saláta c: hentes sertés szelet, párolt rizs",2
"Rántott csirkemell, zöldséges rizs, saláta c: óvári sertés java, petrezselymes burgonya, saláta",2
"Rántott csirkemell, burgonyapüré",2
"Rántott csirkemell – rántott gomba, rizibizi, saláta c: kassai sertés szelet, petrezselymes burgonya, saláta",2
"Rántott csirkemell – rántott alma, gombás rizs, majonéz c: Brassói aprópecsenye, saláta",2
"Rántott csirkemell- rántott almakarika, petr. burgonya, saláta c: temesvári sertés szelet, párolt rizs",2
"Rántott csirkecomb, rizibizi, saláta c: rablóhús serpenyőben sütve, hagymás burgonya, saláta",2
Rántott csirkemell barack befőttel és pürével,2
"Rántott csirkemell- rántott gomba, párolt rizs, majonéz c: rablóhús, hagymás burgonya, saláta",2
"Rántott csirkemell Orly módra, petrezselymes burgonya, saláta c: mexikói sertés szelet, párolt rizs",2
"Rántott csirkemell - rántott gomba, rizibizi, saláta",2
"Rántott csirkemell- rántott karfiol, párolt rizs, majonéz c: sertés szelet Pékné módra, hagymás burgonya, saláta",2
"Rántott csirkemell- rántott velő, párolt rizs, majonézes brokkoli c: sertés szelet jóasszony módra, hagymás burgonya, saláta",2
Rántott csirkemáj majonézes burgonya salátával,2
"Rántott cukkini rizzsel, snidlinges tartárral",2
"Rántott csirkecomb- rántott karfiol, petrezselymes burgonya, majonéz c: sertés szelet gazdagon, párolt rizs, saláta",2
"Rántott csirkecomb, törtburgonya",2
"Rántott gomba – rántott csirkemell, párolt rizs, majonéz c: csevapcsicsa, karikás burgonya, saláta",2
Rántott hal kéksajtos burgonyával,2
Rántott jércemell zöldséges rizzsel,2
"Rántott csirkecomb, sültburgonya",2
"Rántott sajt- Párizsi sertéscsík, párolt rizs, majonézes burgonya c: mustáros sertés tarja, hagymás burgonya, saláta",2
"Rántott csirkemell, rizs, párolt zöldség",2
"Rántott sajt- rántott csirkecomb, párolt rizs, saláta c: fokhagymás sertés flekken, hagymás burgonya, saláta",2
"Rántott sajt- rántott velő, párolt rizs, majonézes burgonya c: mustáros sertés flekken, hagymás burgonya, saláta",2
"Rántott sertés máj, petrezselymes burgonya, saláta",2
"Rántott sertés máj, rizibizi, saláta c: sertés szelet jóasszony módra, petrezselymes burgonya, saláta",2
Rizses gombás sertés ragu,2
"Rántott tengeri halszelet, majonézes burgonya",2
"Rántott sertés szelet, petrezselymes burgonya, saláta",2
Rántott sertésmáj fűszeres burgonyával,2
Retro paprikás krumpli,2
"Rántott tengeri halfilé, majonézes kukorica saláta, rizs",2
"Rántott szelet, rizibizivel",2
"Rántott szelet, rizibizi, savanyúság",2
"Rántott sertésmáj, püré",2
Resztelt máj burgonya pürével,2
"Rántott sertésmáj, törtburgonya",2
"Rántott sertésszelet, hagymás burgonya, saláta c: óvári sertés java, párolt rizs, saláta",2
Rizskoch barack lekvárral,2
"Rántott sertésszelet, rizs",2
Rakott padlizsán,2
"Rántott szelet, burgonyapüré",2
"Rántott sertésszelet, vegyes köret",2
Reszelt tésztaleves,2
"Rántott szelet hasáb, tartár",2
"Rántott tengeri halszelet, majonézes burgonya c: Bakonyi sertés szelet galuskával",2
"Rántott sertésszelet- rántott brokkoli, hagymás burgonya, saláta c: csirkemelles lasagna",2
Rizses lecsó,2
"Rántott tengeri halszelet, petrezselymes burgonya, saláta",2
Rakott húsos tészta sajtmártással és brokkolival,2
"Rántott sajt- rántott csirkemell, párolt rizs, francia saláta c: mustáros sertés flekken, hagymás burgonya, saláta",2
"Rántott sajt- rántott karfiol, párolt rizs, majonézes brokkoli c: sertés szelet jóasszony módra, petrezselymes burgonya, saláta",2
"Rántott sajt- rántott karfiol, párolt rizs, francia saláta c: Bakonyi sertés szelet tésztával",2
Rizsfelfújt baracklekvárral,2
"Rántott sajt- rántott karfiol, párolt rizs, párolt zöldség c: kofapecsenye tarhonyával",2
Rizsfelfújt - káposztás tészta - Bolognai spagetti,2
"Rántott sajt- rántott karfiol, párolt rizs, majonézes brokkoli c: Bakonyi sertés szelet tésztával",2
Rakott húsos kocka,2
Raguleves galuskával,2
Póréhagyma leves,2
"Gyümölcsös csirkemell, párolt rizs c: Holstein sertés szelet, hagymás burgonya, saláta",1
"Gyümölcsleves, csirkemell pankó morzsában jázmin rizzsel",1
"Gyümölcsös csirkemell, párolt rizs",1
"Gödöllői töltött csirkecomb, petrezselymes burgonya",1
"Gyümölcsleves, csevapcsicsa, friss salátával, ajvárral",1
"Gyümölcsszósz, Párizsi csirke",1
"Gyümölcsmártás, rántott jérce",1
"Gyümölcsleves, grillcsirke, rizzsel, friss salátával, joghurtos öntettel",1
"Gyümölcsleves, hagymás - gombás tarjasült, karika burgonyával",1
"Gyümölcsleves, csevapcsicsa",1
"Gyümölcsleves, grillcsirke, jázmin rizzsel, friss salátával",1
"Gödöllői csirkecomb, rizs",1
"Gyümölcsleves, fokhagymás tarja, steak burgonyával, csalamádéval",1
"Gyümölcsleves, csirkemell pankómorzsában, jázmin rizzsel",1
"Gyümölcsleves, grillcsirke, joghurtos friss salátával",1
Gölõdin leves,1
Gödöllői sertésszelet sajtos sült burgonyával,1
Gödöllői töltött csirkecomb párolt zöldséggel,1
"Gödöllői töltött csirkecomb, burgonyapüré",1
"Gödöllői töltött csirkecomb, püré",1
"Gyümölcsleves, hagymás - gombás tarjasült, petrezselymes burgonya",1
"Gyümölcsleves, grill csirke, jázmin rizzsel, joghurtos friss salátával",1
"Gyümölcsleves, francia rakott krumpli",1
"Gyümölcsleves, fokhagymás tarja, steak burgonya",1
"Gyümölcsleves, fokhagymás tarja, törtburgonya",1
"Gyümölcsleves, grillcsirke, friss salátával, joghurtos öntet",1
"Gyümölcsleves, hekk sörtésztában burgonya salátával",1
"Gyümölcsleves, hagymás- gombás tarjasült, petrezselymes burgonyával",1
Göngyölt csirkecomb filé mozzarellával és spenót levéllel burgonya pürén,1
Húsleves cérna metélt,1
"Gyümölcsleves, kemencés kacsacomb, burgonya krokettel, piszke szósszal",1
"Gyümölcsleves, kemencés kacsacomb, piszkeszósz, burgonya krokett",1
"Gyümölcsleves, rántott csirkemell pankó morzsában, zöldséges rizs",1
"Gyümölcsleves, kemencés kacsamell káposztával, burgonya krokettel",1
"Gyümölcsleves, roston tarja, tepsis burgonya, friss saláta",1
"Gyümölcsleves, kemencés libacomb, zöldséges bulgur",1
"Gyümölcsleves, kétsajtos - spenótos szelet, jázmin rizs",1
"Gyümölcsleves, rántott csirkemell pankómorzsában, zöldséges rizs",1
"Gyümölcsleves, pikáns csirkenyárs, petrezselymes újburgonyával, friss salátával",1
"Gyümölcsleves, pankómorzsában rántott csirkemell, friss saláta",1
"Gyümölcsleves, mandulás csirkemell rizzsel, friss saláta",1
"Gyümölcsleves, mandulás csirkemell, jázmin rizzsel, grill zöldséggel",1
"Gyümölcsleves, pankó morzsában sült csirkemell, friss salátával, rizzsel",1
"Gyümölcsleves, mustáros tarja, steak burgonya",1
"Gyümölcsleves, mustáros tarja, steak burgonyával",1
"Gyümölcsleves, rántott csirkemell pankómorzsában, jázmin rizs",1
"Gyümölcsleves, rántott csirkemell pankómorzsával, friss saláta",1
"Gyümölcsleves, vasalt csirke, jázmin rizzsel, joghurtos friss salátával",1
"Gyümölcsleves, tarja gazdagon bulgurral",1
"Gyümölcsleves, hagymás-gombás tarjasült, karika burgonya",1
"Gyümölcsleves, tőkehal sörtésztában, majonézes burgonyával",1
"Gyümölcsleves, töltött csirkecomb, zöldséges bulgurral",1
"Gyümölcsleves, töltött csirkecomb, friss salátával",1
"Gyümölcsleves, halfilé sörtésztában, zöldfűszeres burgonyával",1
"Gyümölcsleves, töltött csirkecomb, friss saláta",1
"Gyümölcsleves, töltött csirkecomb burgonyapürével",1
"Gyümölcsleves, sült camambert, zöldséges bulgurral",1
"Gyümölcsleves, rántott csirkemell, pankó morzsában zöldséges rizzsel",1
"Gyümölcsleves, sült camambert, jázmin rizs",1
"Gyümölcsleves, szecsuáni csirke, jázmin rizs",1
"Gyümölcsleves, szecsuáni csirke jázmin rizzsel",1
"Gyümölcsleves, rántott tőkehalfilé, majonézes burgonya",1
"Gyümölcsleves, rántott tőkehalfilé, bulgurral",1
"Gyümölcsleves, rántott csirkemell, zöldséges bulgurral, tartár mártással",1
"Gyümölcsleves, kemencés kacsacomb, bulgurral, salátával",1
"Hentes tokány, orsótésztával",1
"Görög csirkecomb, rizibizi",1
Göngyölt csirkecomb filé mozzarellával és spenóth levéllel burgonya pürével,1
"Holstein szelet hasábburgonya, uborka",1
"Hamisgulyás - lyoni csirkemáj rizzsel vagy borsmártásos sertéskaraj, törtburgonya",1
Hamis vadas szelet spagetti,1
Hamis Jókai bableves házi csipedettel,1
Hamis gulyásleves galuska,1
Hamis gulyásleves - zöldséges csirkeapró bulgurral vagy Bolognai spagetti,1
"Hamis gulyásleves - póréhagymás sajtos csirkemell, rizs vagy halrúd, kukoricás rizs",1
Hamis gulyás - tárkonyos pulykaapró rizzsel vagy Bolognai spagetti,1
"Holstein sertésszelet, steak burgonya",1
"Hamis gulyás - szezámmagos rántott sajt, rizs vagy rántott camembert, rizs",1
"Holstein sertésszelet, törtburgonya",1
Holstein szelet hasábburgonya káposztasaláta,1
"Hamis gulyás - szerb rizses hús vagy magvas rántott szelet, rizs",1
Hamis gulyás - szerb rizses hús vagy Bolognai spagetti,1
"Hamis gulyás - sonkával töltött sajt, kukoricás rizs vagy Bolognai spagetti",1
Hortobágyi sertésragu tészta,1
"Hamis gulyás - sonkával töltött sajt rizzsel, tartár vagy rántott halrúd, rizibizi",1
"Hamis gulyás - rántott sertésmáj, törtburgonya vagy rántott jérce, rizibizi",1
"Holstein szelet, hercegnő burgonya",1
"Hamis gulyás - rántott sertésmáj bulgurral vagy sertéskaraj vadasan, tészta",1
"Hamis gulyás - rántott sajt rizs, tartármártás vagy ínyenc batyu, rizs",1
