dish_name,count
Aszalt szilvával töltött rántott csirkemell,1
"B. sertéskaraj ""Stroganoff"" módra rizzsel",1
Bbq borda steak burgonya majonézes káposztasaláta,1
Bbq csirkecomb bulgurral,1
"Babfőzelék, csabai karaj",1
Bbq csirkecomb rizi-bizi,1
Bbq csirkecomb rizzsel,1
Bbq csirkecomb vegyes köret,1
Bbq csirkecomb zöldséges bulgur,1
Bbq csirkecomb zöldséges rizs,1
"Bbq csirkecomb, burgonya krokett",1
"Aszalt szilvás - baconos pulykaragu, tészta",1
Arató gulyásleves,1
Aranygaluska - káposztás tészta - lekváros gombóc,1
Aranygaluska - krumplis tészta - mákos nudli,1
Arabiata penne,1
"Angol babfőzelék, fokhagymás flekken",1
"Ananászos csirkemell, zöldséges rizs",1
"Ananászos csirkemell, párolt rizs c: sertés szelet Orly módra- rántott almakarika, petrezselymes burgonya, saláta",1
"Ananászos csirkemell, burgonyapüré",1
"Ananászos csirkemell sajttal csőben sütve, p.burgonya",1
"Ananászos csirkemell ragu, jázmin rizs",1
Ananászos csirkemell penne tésztával,1
"Ananászos csirkemell csőben, hercegnő burgonya",1
Ananászos csirkemell bulgurral,1
Ananászos - sajtos csirke jázmin rizs,1
Almával és sajttal töltött csirkemell tejszínes burgonyapüré,1
Almával és sajttal sült csirkemell tejszínes pürével,1
"Bbq csirkecomb, burgonyapüré",1
"Bbq csirkecomb, majonézes kukorica saláta",1
"Bbq csirkecomb, steak burgonya",1
"Bbq csirkeszárny, majonézes burgonya",1
Babfőzelék malacsülttel,1
"Bbq sült oldalas, steak burgonya",1
Bbq szárnyak hasábburgonyával francia saláta,1
"Bbq oldalas, mexikói rizs",1
Bbq oldalas steak burgonyával és coleslaw saláta,1
Bbq oldalas steak burgonya és majonézes káposzta saláta,1
Bbq oldalas steak burgonya majonézes káposzta saláta,1
Bbq oldalas majonézes saláta,1
Bbq oldalas fűszeres burgonya,1
Bbq oldalas franciasaláta,1
Bbq csirkeszárnyak majonézes káposztasaláta steak burgonya,1
"Bbq csirkeszárnyak majonézes káposzta saláta, steak burgonya",1
Bbq csirkeszárnyak majonézes burgonyával,1
"Bbq csirkeszárny, tepsis burgonyával",1
"Bbq csirkeszárny, coleslaw saláta",1
"Bbq csirkecomb, törtburgonya",1
"Bbq csirkeszárny, burgonyapüré",1
Bbq csirkeszárny zöldséges rizzsel,1
Bbq csirkeszárny zöldborsós bulgurral,1
Bbq csirkeszárny tepsis burgonya,1
Bbq csirkeszárny rizibizi káposzta saláta,1
Bbq csirkeszárny párolt zöldséggel,1
Bbq csirkeszárny petrezselymes rizs,1
Bbq csirkeszárny petrezselymes bulgurral,1
Bbq csirkeszárny grill zöldség,1
"Bbq csirkemell steak burgonya, majonézes káposzta saláta",1
Bbq csirkemell steak burgonya majonézes káposztával,1
Bbq csirkemell majonézes káposztával és hasábburgonyával,1
Bbq csirkemell majonézes káposzta salátával és steak burgonyával,1
Bbq csirkemell kuszkusszal,1
Burgundi marharagu törtburgonyával,1
Burgundi sertéstokány rizzsel,1
Fokhagymakrémleves sajtos krutonnal,1
"Csőben sült tejszínes gombás csirkemell, rizs",1
"Csőben sült tejszínes - brokkolis csirkemell, rizs",1
Csőben sült tejszínes - gombás csirkemell bulgurral,1
"Csőben sült tejszínes - gombás csirkemell, bulgur",1
"Csőben sült tejszínes - gombás karaj, bulgur",1
Csőben sült tejszínes baconos csirkemell,1
"Csőben sült tejszínes brokkolis csirkemell, bulgur",1
Csőben sült tejszínes gombás jércemell rizzsel,1
"Csőben sült brokkolis csirkemell, krokettel",1
"Csőben sült tejszínes gombóc csirkemell, krokett",1
"Csőben sült tejszínes, gombás jérce, rizs",1
Csőben sült többsajtos csirkemell bulgur,1
Csőben sült többsajtos csirkemell bulgurral,1
Csőben sült többsajtos csirkemell krokettel,1
Csőben sült többsajtos csirkemell krumplipürével,1
Csőben sült tejszínes - brokkolis csirkemell rizzsel,1
Csőben sült tejszínes - baconos jérce bulgurral,1
Csőben sült sonkakrémes csirkemell kukoricás rizs,1
Csőben sült sertéskaraj hasábburgonyával,1
"Csőben sült sertés java, kolbász, tojás, rizs",1
"Csőben sült sajtos paradicsomos jérce, rizs",1
"Csőben sült rokfortos csirkemell, párolt rizs, párolt zöldség",1
"Csőben sült paradicsomos csirkemell, kuszkusz",1
Csőben sült hawaii csirkemell bulgurral,1
"Csőben sült gyümölcsös csirkemell, párolt rizs c: sertés szelet Orly módra, petrezselymes burgonya, saláta",1
"Csőben sült gyümölcsös csirkemell, párolt rizs c: Milánói sertésborda",1
"Csőben sült gyümölcsös csirkemell, petrezselymes burgonya",1
"Csőben sült füstölt sajtos csirkemell, zöldséges rizs",1
"Csőben sült cukkínis csirkemell, rizs",1
Csőben sült csirkemell brokkolival rizzsel,1
Csőben sült csabai sertéskaraj bulgurral,1
"Csőben sült brokkolis, baconös csirkemell, krokett",1
"Csőben sült többsajtos csirkemell, burgonya krokett",1
"Csőben sült többsajtos csirkemell, krokett",1
"Csőben sült többsajtos csirkemell, kukoricás rizs",1
"Currys vöröslencse, pirítóssal",1
"Debreceni szelet, kagyló tészta",1
Debreceni sertéstokány rizs,1
"Debreceni sertés tokány, galuskával",1
Darás metélt öntettel,1
Darált húsos zöldségleves,1
Darált húsos tejszínes rakott burgonya,1
Darált húsos sajtos tészta,1
Darált húsos sajtos szarvacska,1
Daragaluskaleves,1
"Daragaluska leves zúzapörkölt, tészta",1
"Cézár saláta, roston csirkemell",1
Cézár saláta szezámos csirke falatokkal,1
Cézár saláta szezámmagos csirke falatokkal,1
Cézár saláta rántott csirkemell falatokkal,1
Currys sertéshús krokettel,1
"Csőben sült többsajtos csirkemell, kuszkusz",1
"Currys csirkemell, kuszkusz",1
Currys csirkefalatok jázmin rizs,1
"Currys csirke, kuszkusz",1
"Currys csirke, jázmin rizzsel",1
Currys csirke vajas zöldség,1
Cukkínis tejszínes parmezános tészta,1
Cukkínis húsos rakott tészta,1
Cukkínibe töltött kuszkusz saláta,1
Cukkíni krémleves pirított hagymával,1
Cukkinis zöldborsó-krémleves,1
Cukkinis gulyás,1
Csőben sült ínyenc szelet rizzsel,1
Csőben sült ínyenc sertéskaraj burgonyával,1
"Csőben sült zöldségek, rizs",1
"Csőben sült brokkolis csirkemell, törtburgonya",1
"Csőben sült brokkolis csirkemell, krokett",1
"Debreceni szelet, tésztával",1
Csípős csirkeszárny tepsis burgonyával,1
Csáky rostályos tészta,1
"Csáky rostélyos, steak burgonya",1
Császármorzsa baracklekvár,1
Császármorzsa baracklekvárral,1
"Császármorzsa, barack lekvár",1
Csíki tarhonya leves,1
Csülkös babgulyás leves - sertés raguleves,1
Csőben sült brokkolis csirke rizzsel,1
Csülkös babgulyás leves – marha húsleves tésztával,1
Csülkös babos pacalpörkölt főttburgonya,1
Csülkös pacalpörkölt főtt burgonya,1
"Csülök ""Pékné"" burgonyával",1
Csülök Pékné módra burgonyapürével,1
Csülök Pékné módra tepsis burgonya 10,1
Csurgatott tojásleves,1
Csopaki aprópecsenye orsótészta,1
Csontleves- eperkrém leves,1
Csontleves zöldségekkel,1
Csontleves eperszalaggal,1
Csontleves cérnametélttel a :mediterrán töltött karaj rizzsel,1
Csontleves cérnametélt,1
Csontleves csigatészta,1
Csontleves - gyümölcsleves,1
Csontleves - eperkrémleves,1
"Csongrádi töltött karaj, sült krumpli, csemege uborka",1
Csongrádi töltött karaj burgonyapürével,1
"Csongrádi töltelékes sertéskaraj párolt rizzsel, káposztasalátával",1
"Csongrádi tekercs, zöldséges rizs",1
"Csongrádi tekercs, rizs",1
"Csongrádi tekercs, mexikói rizs",1
"Csongrádi tekercs, krumplipürével",1
"Csülök pörkölt, galuska",1
"Csülök pörkölt, pásztor tarhonyával",1
"Csülök pörkölt, sósburgonya",1
"Csőben sült baconös - brokkolis csirkemell, püré",1
"Csőben sült brokkoli, hasábburgonya",1
Csőben sült brokkoli,1
"Csőben sült barackos jércemell, rizs",1
"Csőben sült barackos jércemell, bulgur",1
"Csőben sült barackos csirkemell, vegyes köret",1
"Csőben sült barackos csirkemell, vajas burgonya, saláta c: Milánói sertés borda",1
"Csőben sült barackos csirkemell, vajas burgonya, saláta",1
"Csőben sült barackos csirkemell, párolt rizs c: sertés csíkok Orly módra, hagymás burgonya, saláta",1
"Csőben sült barackos csirkemell, párolt rizs c: Milánói sertésborda",1
"Csőben sült barackos csirkemell, párolt rizs c: Milánói sertés borda",1
"Csőben sült barackos csirkemell, kuszkusz",1
"Csőben sült barackos - sajtos jércemell, rizzsel",1
"Csőben sült baconös csirkemell, zöldséges rizs",1
Csőben sült baconös - brokkolis pulykamell krokettel,1
"Csőben sült ananászos csirkemell, párolt rizs",1
"Csülök pörkölt, tarhonya",1
"Csőben sült hawaii csirkemell, vajas burgonya",1
"Csőben sült , fetasajtos pulykamell, sültburgonya",1
"Csülökpörkölt, tarhonyával, savanyúság",1
"Csülökpörkölt, tarhonya, savanyúság",1
"Csülökpörkölt, tarhonya, csemege uborka",1
"Csülökpörkölt, sós burgonya, csalamádé",1
"Csülökpörkölt, galuska",1
Csülökpörkölt sós burgonyával,1
Csülökpörkölt pásztor tarhonyával,1
Csülökpörkölt galuskával,1
Csülökpörkölt főtt burgonya savanyúság,1
Csülökpörkölt főtt burgonya,1
Csülökpörkölt,1
Csülök zöldborsós bulgurral,1
"Debreceni szelet, rizzsel",1
"Debreceni töltött karaj törtburgonya, párolt káposzta",1
"Csongrádi tekercs, hagymás törtburgonya",1
"Fetával töltött rántott gomba, krumplipüré",1
Felvidéki raguleves,1
"Feta sajttal töltött szelet, petrezselymes burgonyával",1
"Fetasajttal töltött pulykamell, krokett",1
Fetás-töltött gomba rizibizi,1
"Fetával töltött csirkemell rántva, petrezselymes burgonya",1
"Fetával töltött gomba, rizs + hasábburgonya",1
"Fetával töltött rántott gomba, póréhagymás kölessel",1
"Falafel, rizs, fokhagymás mártogatós",1
"Fetával töltött rántott gomba, rizs, tartár",1
"Filézett csirkecomb budapest módra, párolt rizs, saláta",1
Filézett csirkecomb bulgurral kapros öntettel,1
"Filézett csirkecomb grill zöldséggel, rizs",1
"Filézett csirkecomb grillezve, vegyes köret",1
"Filézett csirkecomb kapros öntettel, bulgur",1
Felesborsóleves virslivel,1
Fejtett bableves füstölt hússal,1
Fejtett bableves,1
Fejtett babgulyás,1
"Fehérbab krémleves sült kolbászmorzsával sült tarja, párolt káposzta, röszti burgonya",1
Fehér paszúj leves tejfölösen,1
"Fasírt, zöldborsófőzelék",1
"Farsangi fánk, baracklekvárral",1
"Farm csirkecomb, sültburgonya",1
"Farm csirkecomb, rösztike",1
"Farm csirkecomb, rizibizi",1
"Farm csirkecomb, burgonyapüré",1
"Family tál, rizibizivel",1
"Family tál, rizibizi",1
Family sültek petrezselymes burgonya,1
Family finom falatok,1
Falusi töltött szelet lecsós burgonya,1
"Filézett csirkecomb roston, francia saláta, rizs",1
"Filézett csirkecomb roston, krokett, saláta",1
"Filézett csirkecomb sajttal paradicsom karikával, rizibizi",1
"Firenzei tekercs, petrezselymes burgonya",1
Fokhagymakrémleves krutonnal,1
"Fokhagymakrém leves, zsemlekockával",1
"Fokhagymakrém leves, zsemlekocka",1
Fokhagymakrém leves pirított bagettel,1
Fokhagymakrém leves levesgyönggyel,1
Fokhagymakrém leves,1
"Fokhagyma krémleves, pirított zsemlekocka",1
Fokhagyma krémleves zsemle kocka,1
Fokhagyma krémleves sajtos pirítós,1
Fokhagyma krémleves pesztós zsemlekockával,1
Fokhagyma krémleves krutonnal,1
Flintstone szelet parázsburgonya,1
Fish and chips,1
"Firenzei tekercs, törtburgonya",1
"Firenzei tekercs, gombás rizs",1
"Filézett csirkecomb, ""jóasszony"" módra, bulgur",1
"Firenzei tekercs, burgonyapüré",1
Firenzei csirkemell rozmaringos karikaburgonyával,1
Firenzei csirkemell karika burgonyával,1
"Finomfőzelék, sült császár",1
"Finomfőzelék, sertéspörkölt",1
"Finomfőzelék, göngyölt hús",1
"Finomfőzelék, fasírttal, kakaós palacsinta",1
Finomfőzelék sült csirke,1
Finomfőzelék fasírt,1
"Finom főzelék, sült csirkecomb",1
Finom főzelék grillezett csirkecombfilé,1
"Filézett csirkecomb, zöldséges bulgur, sajtmártás",1
"Filézett csirkecomb, grill zöldség, krokett",1
"Filézett csirkecomb, francia saláta, rizs",1
"Falusi csirkeleves, daragaluska",1
Fahéjas tejberizs,1
"Dijoni csirkecomb, petrezselymes burgonya",1
"Dubarry sertésszelet, rizs",1
Dubarry csirkemell gombás rizs,1
Dubarry csirkemell jázmin rizzsel,1
Dubarry csirkemell parmezános krumplipüré,1
Dubarry csirkemell vegyes köret,1
Dubarry sertés balzsamecetes friss salátával,1
"Dubarry sertés szelet, burgonyapüré",1
"Dubarry sertésszelet, törtburgonya",1
"Fahéjas szilvamártás, Párizsi szelet",1
"Dubarry szelet, törtburgonya",1
"Dubarry szelet, törtburgonyával",1
"Dubarry, burgonyapüré",1
"Dubary sertés szelet, sültburgonya",1
"Dubary sertés szelet, zöldséges rizs",1
Dubary szelet sültburgonya,1
Dubarry csirkemell burgonya püré,1
Diós/mákos tészta baracklekvárral,1
Diós vagy mákos tészta,1
"Diós rántott csirkemell, krokett",1
"Disznótoros, vele sült burgonya, sült káposzta",1
"Disznótoros, steak burgonya",1
"Disznótoros, párolt káposzta, törtburgonya",1
"Disznótoros, párolt káposzta, burgonya",1
Disznótoros vele sült burgonyával,1
Disznótoros vegyes köret,1
Disznótoros tepsis burgonyával,1
Disznótoros hagymás törtburgonya,1
"Dijoni sertésapró, steak burgonya",1
"Dijoni mustáros tarja, steak burgonya",1
"Dijoni mustáros sertéskaraj, krokett",1
"Dijoni mustáros roston csirkecombfilé, rizs",1
Dijoni csirkemell zöldfűszeres burgonyával,1
"Dubary szelet, törtburgonyával",1
Dán csirkemell csőben sütve,1
"Egres mártás, Párizsi szelet",1
Erdélyi tokány rizs,1
Fahéjas szilvaleves - zöldségleves,1
Fahéjas szilvaleves - zöldborsóleves,1
Fahéjas szilvakrém leves,1
Fahéjas almaleves - zöldségleves,1
Fahéjas almakrémleves,1
Fesztivál menü,1
"Eszterházy tokány, tészta",1
Eszterházy tokány rizzsel,1
Eszterházy tokány galuskával,1
Eszterházy sertéskaraj kuszkusszal,1
Erélyi rakott káposzta,1
"Erdőkerülő szelet, steak burgonya",1
Erdélyi zöldségleves,1
Erdélyi tárkonyos raguleves,1
Erdélyi sertéstokány tészta,1
"Egres szósz, Párizsi szelet",1
Erdélyi káposzta,1
"Erdélyi gyümölcsmártás, rántott szelet",1
Erdélyi gulyásleves,1
Erdélyi gulyás,1
"Erdélyi aprópecsenye, puliszka",1
Erdei gyümölcsmártás rántott jércemellel,1
Erdei gyümölcsleves - zöldségleves vajgaluskával,1
Erdei gyümölcsleves - brokkoli krémleves,1
Erdei gyümölcskrém leves,1
Erdei gombás csirkemell galuskával,1
Eperkrém leves túrógombóccal,1
Eperkrém leves - csontleves,1
"Egészben sült lecsós tarja, petrezselymes burgonya",1
Egybensült tepsis csirkemell brokkolival és püréval,1
"Csongrádi tekercs, hasábburgonya, csemege uborka",1
"Csongrádi tekercs, hagymás rizs",1
Burgundi tokány rizzsel,1
"Cornflakes bundás csirkemell, petrezselymes burgonya",1
"Cornflak - es rántott jérce, francia saláta, rizs",1
"Cornflak-es rántott jércemell, burgonya krokett",1
Cornflakes - be forgatott csirkemell salátával,1
Cornflakes - es rántott jércemel rizzsel,1
"Cornflakes - es rántott jércemell, francia saláta, rizs",1
Cornflakes bundában sült csirkemell majonézes saláta,1
"Cornflakes rántott jérce, francia saláta",1
Citromos becsináltleves,1
Cornflakes rántott jércemell rizzsel,1
"Cornflakes rántott jércemell, bulgur",1
"Cornflakes rántott jércemell, burgonyakrokett",1
"Cornflakes rántott jércemell, francia saláta",1
"Cornflakes rántott jércemell, francia saláta, rizs",1
"Cornflakes rántott jércemell, krokett",1
Cornfakes rántott jércemell rizzsel,1
Corn flakes bundában sült csirkemell majonézes saláta 1-14.,1
"Cordon Bleu, törtburgonya",1
"Cordon Bleu, tepsis burgonya",1
"Cordon Bleu, sültburgonyával",1
"Cordon Bleu, rizs",1
"Cordon Bleu, kukoricás rizs",1
"Cordon Bleu, francia saláta, rizs",1
"Cordon Bleu, burgonyapüré",1
"Cordon Bleu zöldsaláta ágyon, steakburgonyával",1
Cordon Bleu rösztikével,1
Cordon Bleu krumplipüré,1
Cordon Bleu sárgarépás rizs,1
Cordon Bleu magyaros tepsis burgonya,1
Cordon Bleu burgonyapürével,1
"Codon Bleu, mexikói rizs",1
Citromos-kakukkfüves csirke zöldséges rizs,1
Cornflakes rántott szelet krokettel,1
"Cornflakes rántott szelet, burgonyapüré",1
"Cornflakes rántott szelet, petrezselymes burgonya",1
Csak előfizetőknek,1
Csirke becsináltleves,1
Csirke aprólékleves,1
Csikóstokány tésztával,1
"Csikós tokány, rizs",1
Csikós tokány tészta b: mustáros - zöldfűszeres karaj rizibizi,1
Csikós tokány tarhonyával,1
Csikós tokány kukoricás rizs,1
Csikós tokány galuska,1
"Csevep, törtburgonya ajvárral",1
"Csevapcsicsa, sültburgonya",1
"Csevapcsicsa, karikás burgonya, saláta",1
Csevapcsicsa dollár burgonya kapros öntet,1
"Csevap, burgonyapüré, saláta",1
"Csemege karaj párolt káposztával, törtburgonya",1
"Csabai töltött sertéskaraj, párolt káposzta, törtburgonya",1
"Cornflakes rántott szelet, rizs",1
"Csabai töltött karaj, törtburgonya, párolt káposzta",1
"Csabai töltött karaj, törtburgonya",1
"Csabai töltött karaj, svéd gombasaláta, rizs",1
"Csabai töltött karaj, majonézes burgonya saláta",1
"Csabai töltött karaj, hagymás burgonya",1
"Csabai töltött karaj, franica saláta, rizs",1
"Csabai töltött karaj, burgonya saláta",1
Csabai töltött karaj petrezselymes burgonya,1
Csabai töltött karaj burgonyapüré,1
Csk burger 2190.,1
"Country karj, törtburgonya, feta, sonka, kukorica",1
"Cornflakes szelet, rizs, francia saláta",1
"Cornflakes rántott szelet, vegyes köret",1
"Cornflakes rántott szelet, sültburgonya",1
Citromos tárkonyos raguleves - csontleves,1
Citromos becsinált leves - csontleves,1
Csirke Cordon Bleu hasábburgonya tejfölös uborka salátával,1
"Búboshús, hagymás burgonya",1
Búbos hús krokettel,1
"Búbos hús, kukoricás rizs",1
"Búbos hús, rizs",1
"Búbos sertés java petrezselymes burgonya, saláta",1
"Búbos sertés java, hagymás burgonya, saláta",1
"Búbos sertés java, vajas burgonya, saláta",1
"Búboshús, törtburgonya",1
"Citromos - joghurtos csirkemell, görög salátával",1
"Bőrös karaj sütve, törtburgonya",1
Calzone juhtúrós csirkemell csíkokkal és parajjal,1
"Camamberttel sült sonkás csirkemell, rizs",1
"Caprese csirke, orsó tésztával",1
"Caprise csirkemell, burgonyapüré",1
"Carbonara spagetti b: tökfőzelék, pörkölttel",1
"Búbos csirkemell, reszelt sajttal, hercegnő burgonya",1
"Böllér pecsenye, törtburgonya",1
Bíbornok leves töltött tésztával,1
"Bécsi szelet, majonézes burgonyasaláta",1
"Bécsi szelet, majonézes burgonya saláta",1
Bécsi szelet rizibizi,1
"Bánfi sertésmáj, törtburgonyával",1
"Bánfi sertésmáj, törtburgonya",1
"Bánfi sertésmáj, petrezselymes burgonya",1
"Bánfi sertésmáj, hagymás burgonya, saláta",1
"Bánfi sertés máj, petrezselymes burgonya, saláta",1
"Bánfi máj, törtburgonyával",1
Bánffy sertésmáj petrezselymes burgonya,1
Bácskai rizseshús uborkasalátával,1
"Bácskai rizses hús, vegyes vágott",1
"Bácskai rizses hús, csemege uborka",1
"Burgundis marharagu, szalvéta gombóc",1
Carbonra spagetti,1
Chedarral és jalapeno paprikával töltött sertés szelet pirított burgonyával,1
"Cheddar sajtos tepsis burgonya, gorgonzola mártásos csirkével",1
Cigánypecsenye hasábburgonyával,1
"Citromos - fokhagymás csirke, kuszkusszal",1
"Cigánypecsenye, vajas burgonya, saláta házhoz szállítás nincs",1
"Cigánypecsenye, törtburgonyával",1
"Cigánypecsenye, sültburgonya",1
"Cigánypecsenye, rizs",1
"Cigánypecsenye, párolt rizs, saláta",1
"Cigánypecsenye, petrezselymes burgonyával",1
"Cigánypecsenye, petrezselymes burgonya",1
"Cigánypecsenye sült zöldségekkel, rizs",1
"Cigánypecsenye steakburgonyával, uborkasalátával",1
Cigánypecsenye steak burgonyával,1
Cigánypecsenye parázs burognya,1
Cigánypecsenye parázs burgonyával,1
Cigánypecsenye krokettel,1
Cigánypecsenye hasábburgonya almapaprikával,1
"Cheddar sajtos-jalapenos csirkemell, csőben sütve, steakburgonya",1
Cigánypecsenye hagymás törtburgonya,1
Cigánypecsenye hagymás tört burgonya,1
"Cigány pecsenye, kocka burgonya",1
Cigány pecsenye steak burgonya,1
Chillis-bab,1
Chilli burger,1
Chilisbab tejföllel,1
"Chilis csirkeszárnyak, steak burgonya",1
"Chilis csirkeragu, currys rizs",1
"Chilis bab, csirkemellből, rizs",1
"Chili burger, sült krumplival",1
"Chili burger vagy Bbq burger, sült krumplival",1
"Chedár sajtos tepsis burgonya, gorgonzola mártásos csirkével",1
"Cheddar sajttal és baconnal töltött csirkemell, zöldséges rizs",1
"Csirke burger, sült krumplival",1
Csirke erőleves,1
"Csongrádi tekercs, burgonya püré",1
"Csirkepaprikás, tészta",1
"Csirkenyárs, amerikai burgonya, friss saláta",1
"Csirkenyárs, amerikai újburgonya",1
"Csirkenyárs, friss saláta, amerikai burgonya",1
"Csirkepapirkás, galuskával",1
Csirkepaprikás orsó tészta,1
"Csirkepaprikás, copfocska tésztával",1
Csirkepörkölt nokedlival,1
"Csirkemell sörbundában, francia saláta, rizs",1
"Csirkepörkölt nokedlivel, csalamádéval",1
"Csirkepörkölt nokedlivel, savanyúság",1
Csirkepörkölt orsótésztával,1
"Csirkepörkölt rizzsel, saláta",1
Csirkepörkölt tortillába tekerve citrusos tejföllel,1
Csirkepörkölt tortillába tekerve pikáns tejföllel,1
"Csirkenyárs rablóhús, steak burgonya",1
"Csirkenuggets, sültburgonya",1
"Csirkemájjal, füstölt szalonnával töltött rántott hús pürével",1
"Csirkemájjal töltött szelet, törtburgonyával",1
"Csirkemájjal töltött szelet, rizibizi",1
"Csirkemájjal töltött rántott hús, steak burgonya",1
"Csirkemájjal töltött rántott gomba, krokett",1
Csirkemájjal töltött karaj rizibizivel,1
"Csirkemájas zúzapörkölt tarhonyával, saláta",1
Csirkemájas zöldborsóleves,1
"Csirkemájas sertéskaraj, hagymás burgonya",1
"Csirkemáj pörkölt, jázmin rizs",1
Csirkemáj pörkölt zöldborsóval és rizzsel,1
Csirkemáj pörkölt rizs,1
Csirkemáj pörkölt galuska,1
Csirkemellragu rizzsel,1
Csirkemellragu párolt rizs,1
Csirkepörkölt tészával,1
"Csirkepörkölt, nokedli, csemege uborka",1
Csirkeragu bulgur,1
"Csongrádi sertés tekercs, rizibizi, saláta",1
Csongrádi tekercs steak burgonya házi káposzta saláta,1
Csongrádi tekercs lecsós steak burgonya,1
Csongrádi tekercs lecsós burgonya,1
Csongrádi tekercs krumplipüré,1
Csongrádi tekercs hasábburgonya,1
Csongrádi tekercs burgonyapüré,1
Csongrádi tekercs,1
"Csongrádi szelet, törtburgonya",1
Csongrádi szelet törtburgonyával,1
Csongrádi szelet rizibizivel,1
"Csongrádi sertéstekercs, rizibizi",1
"Csongrádi sertés tekercs, vajas burgonya, saláta c: roston sült csirkecomb, párolt rizs, párolt zöldség",1
"Csongrádi sertés tekercs, törtburgonya, saláta",1
"Csongrádi sertés tekercs, tört burgonya, saláta c: rakott karfiol",1
"Csongrádi sertés tekercs, párolt rizs, saláta c: csirkemelles lasagna",1
Csirkeragu jázmin rizs,1
"Csongrádi sertés tekercs, petrezselymes burgonya, saláta c: roston sült csirkecomb, zöldséges rizs, saláta",1
"Csongrádi sertés tekercs, petrezselymes burgonya, saláta c: fokhagymás sertéssült, tört burgonya, párolt káposzta",1
"Csongrádi sertés tekercs, petrezselymes burgonya, saláta",1
"Csongrádi sertés tekercs, hagymás burgonya, saláta c: rakott kel",1
Csoki krémes palacsinta,1
Csirkés-zöldséges pirított tészta,1
Csirkés tésztasaláta,1
"Csirkés tészta, tejszínes - gombás szósszal",1
"Csirkés tokány, tészta",1
"Csirkeszárny cornflakes bundában, rizibizi, barackbefőtt",1
"Csirkeszárny corn flakes bundában, rizi-bizi, barackbefőtt",1
"Csirkeraguleves - almás fahéjas gombóc, káposztás tészta",1
Csirkeragu medvehagymás rizs,1
Csirkeragu leves kelbimbóval,1
Csirkemell zöldséges rizottó,1
"Csirkemell sörbundában, burgonyapüré",1
"Csirke finom falatok, steak burgonya",1
"Csirkecomb, majonézes burgonya saláta",1
"Csirkecomb filé májával csőben sütve, petrezselymes burgonya",1
"Csirkecomb filé roston, francia saláta",1
"Csirkecomb filé rántva, vajas burgonya, savanyúság",1
"Csirkecomb jóasszony módra, rizs",1
"Csirkecomb jóasszony raguval, fűszeres burgonya",1
"Csirkecomb jóasszony raguval, petrezselymes újburgonyával",1
"Csirkecomb, paradicsom karikával, parmezán sajttal",1
Csirkemell szárnyas májas zöldborsós raguval rizzsel,1
"Csirkecombfilé borsmártással, burgonyasalátával",1
"Csirkecombfilé borsmártással, vegyes körettel",1
Csirkefalatok fűszeres bundában burgonyapürével,1
Csirkehúsleves cérnácska,1
Csirkehúsleves tésztával,1
Csirkehúsos rakott tészta,1
Csirkecomb filé fahéjas sült almával,1
Csirkebecsinált,1
Csirkeaprólék húsleves,1
"Csirke, füstölt sajtos mártással, rizs",1
"Csirke saslik, steak burgonya",1
Csirke paprikás galuskával,1
Csirke paella,1
"Csirke nuggets, mártogatós, sültburgonya",1
Csirke leves tésztával,1
Csirke húsleves,1
Csirke Gyros fetával és salátával,1
Csirke Gyros feta sajttal pitával,1
Csirke gordon tepsis burgonya,1
Csirke gordon Bleu hasábburgonyával uborka salátával,1
Csirke gordon Bleu hasábburgonya uborka,1
Csirke gordon Bleu hasábburgonya ubi saláta,1
"Csirke finomfalatok, kukoricás rizs",1
Csirkehúsos rizottó,1
Csirkemell budapest módra párolt rizs,1
Csirkemell dubary módra burgonyapüré,1
Csirkemell dubarry módra burgonya püré,1
Csirkemell szezámmagos bundában petrezselymes burgonya,1
"Csirkemell steak, jázmin rizzsel, gomba mártás",1
"Csirkemell steak jázmin rizs, gombamártás",1
Csirkemell sajtmártással jázmin rizs,1
"Csirkemell ropogós bundában, rizzsel",1
Csirkemell rizottó,1
"Csirkemell pankó morzsában, mexikói rizs",1
"Csirkemell pankó morzsában, jázmin rizzsel",1
Csirkemell narancsos gyömbéres mártással és jázmin rizzsel,1
Csirkemell jóasszony módra jázmin rizs,1
Csirkemell füstölt sajtmártással rizs,1
Csirkemell füstölt sajtmártással jázmin rizzsel,1
Csirkemell dubary módra hasábburgonya,1
Csirkemell dubarry módra pürével,1
"Csirkemell csíkok, szezámos bunda, francia saláta",1
Csirkemell dubary módra burgonyapürével,1
"Csirkemell csíkok, rizs és zöldségek",1
"Csirkemell csíkok, rizs és zöldség köret",1
Csirkemell csíkok rizibizi,1
"Csirkemell csíkok Orly módra, rizibizi, saláta c: fokhagymás sertés szelet, tört burgonya, saláta",1
"Csirkemell csíkok Orly módra, rizibizi, saláta c: Brassói aprópecsenye, saláta",1
"Csirkemell csíkok Orly módra, rizibizi, saláta",1
"Csirkemell csíkok Orly módra, petrezselymes burgonya, saláta",1
"Csirkemell csíkok Orly módra, gombás rizs, saláta",1
"Csirkemell csík Orly módra- rántott karfiol, petr. burgonya, majonéz c: mexikói sertés szelet, párolt rizs",1
"Csirkemell csík Orly módra - rántott brokkoli, zöldséges rizs, saláta c: fokhagymás sertéssült, tört burgonya, párolt káposzta",1
Csirkemell corn flakes bundában káposztasalátával,1
