canonical_name,variant_name,match_type
burgonyapüré,"Csemege karaj, párolt káposzta, törtburgonya",curated
burgonyapüré,"Csemege sertéskaraj, párolt káposzta, törtburgonya",curated
burgonyapüré,"Csevap, burgonyapüré, saláta",curated
hasábburgonya,"Csevap, friss saláta, sültburgonya",curated
hasábburgonya,"Csevapcsicsa, ajvár, sültburgonya",curated
hasábburgonya,"Csevapcsicsa, sültburgonya",curated
burgonyapüré,"Csevep, törtburgonya ajvárral",curated
galuska,Csikós tokány galuska,curated
rizibizi,Csikós tokány tészta b: mustáros - zöldfűszeres karaj rizibizi,curated
"Csikós tokány, tészta",Csikós tokány tésztával,auto
hasábburgonya,Csirke Cordon Bleu hasábburgonya tejfölös uborka salátával,curated
gyros tál,Csirke Gyros feta sajttal pitával,curated
gyros tál,Csirke Gyros fetával és salátával,curated
hasábburgonya,"Csirke burger, sült krumplival",curated
hasábburgonya,"Csirke finom falatok, steak burgonya",curated
rizibizi,Csirke gordon Bleu chedár sajttal rizibizivel és uborka salátával,curated
burgonyapüré,Csirke gordon Bleu edami sajttal és cotto sonkával töltve fűszervajas burgonyapüré,curated
hasábburgonya,Csirke gordon Bleu hasábburgonya ubi saláta,curated
hasábburgonya,Csirke gordon Bleu hasábburgonya uborka,curated
hasábburgonya,Csirke gordon Bleu hasábburgonya uborka saláta,curated
hasábburgonya,Csirke gordon Bleu hasábburgonya és tejfölös uborka saláta,curated
"Csirke gordon Bleu hasábburgonyával, uborka, saláta",Csirke gordon Bleu hasábburgonyával uborka salátával,auto
rizibizi,"Csirke gordon Bleu rizibizi, uborka saláta",curated
húsleves,Csirke húsleves,curated
hasábburgonya,"Csirke nuggets, mártogatós, sültburgonya",curated
galuska,Csirke paprikás galuska,curated
Paprikás csirke galuskával,Csirke paprikás galuskával,auto
hasábburgonya,"Csirke saslik, steak burgonya",curated
húsleves,Csirkeaprólék húsleves,curated
gyümölcsleves,Csirkeaprólék húsleves - gyümölcsleves,curated
petrezselymes burgonya,"Csirkecomb filé májával csőben sütve, petrezselymes burgonya",curated
rizibizi,"Csirkecomb filé roston, rizibizi",curated
petrezselymes burgonya,"Csirkecomb filé rántva, petrezselymes burgonya",curated
savanyúság,"Csirkecomb filé rántva, vajas burgonya, savanyúság",curated
burgonyapüré,Csirkefalatok fűszeres bundában burgonyapürével,curated
húsleves,Csirkehúsleves,curated
gyümölcsleves,Csirkehúsleves / gyümölcsleves,curated
húsleves,Csirkehúsleves cérnácska,curated
húsleves,Csirkehúsleves gazdagon lasagne,curated
húsleves,"Csirkehúsleves gazdagon pácolt sertés tarja, ropogós hagyma bundában, fűszeres burgonya, savanyúság",curated
húsleves,"Csirkehúsleves gazdagon rántott camembert áfonyával és gyümölccsel, krokett",curated
húsleves,Csirkehúsleves tésztával,curated
húsleves,"Csirkehúsleves, cérnametélttel",curated
rizibizi,Csirkehúsos rizibizi,curated
rizibizi,Csirkemell cheddar sajttal és tarjával töltve rizibizi,curated
burgonyapüré,"Csirkemell csík Orly módra - rántott brokkoli, zöldséges rizs, saláta c: fokhagymás sertéssült, tört burgonya, párolt káposzta",curated
petrezselymes burgonya,"Csirkemell csíkok Orly módra, petrezselymes burgonya, saláta",curated
petrezselymes burgonya,"Csirkemell csíkok Orly módra, petrezselymes burgonya, saláta c: sobri sertés szelet, párolt rizs",curated
rizibizi,"Csirkemell csíkok Orly módra, rizibizi, saláta",curated
rizibizi,"Csirkemell csíkok Orly módra, rizibizi, saláta c: Brassói aprópecsenye, saláta",curated
burgonyapüré,"Csirkemell csíkok Orly módra, rizibizi, saláta c: fokhagymás sertés szelet, tört burgonya, saláta",curated
rizibizi,Csirkemell csíkok rizibizi,curated
rizibizi,"Csirkemell csíkok, rizibizivel",curated
burgonyapüré,Csirkemell dubarry módra burgonyapüré,curated
burgonyapüré,Csirkemell dubary módra burgonyapüré,curated
burgonyapüré,Csirkemell dubary módra burgonyapürével,curated
hasábburgonya,Csirkemell dubary módra hasábburgonya,curated
burgonyapüré,"Csirkemell jó asszony módra, krumplipürével",curated
hasábburgonya,Csirkemell jóasszony módra hasábburgonya,curated
petrezselymes burgonya,Csirkemell szezámmagos bundában petrezselymes burgonya,curated
burgonyapüré,"Csirkemell sörbundában, burgonyapüré",curated
Csirkemell zöldséges rizottóval,Csirkemell zöldséges rizottó,auto
burgonyapüré,"Csirkemell, jóasszony módra, krumplipürével",curated
Lasagne csirkemelles,Csirkemelles lasagne,auto
galuska,Csirkemáj pörkölt galuska,curated
rizibizi,Csirkemáj pörkölt rizibizi,curated
rizibizi,Csirkemájjal töltött karaj rizibizivel,curated
hasábburgonya,"Csirkemájjal töltött rántott hús, steak burgonya",curated
rizibizi,Csirkemájjal töltött szelet rizibizivel,curated
petrezselymes burgonya,"Csirkemájjal töltött szelet, petrezselymes burgonya",curated
rizibizi,"Csirkemájjal töltött szelet, rizibizi",curated
hasábburgonya,"Csirkenuggets, sültburgonya",curated
hasábburgonya,"Csirkenyárs rablóhús, steak burgonya",curated
"Csirkenyárs, amerikai burgonya, friss saláta","Csirkenyárs, friss saláta, amerikai burgonya",auto
petrezselymes burgonya,"Csirkenyárs, petrezselymes burgonya",curated
hasábburgonya,"Csirkenyárs, steak burgonya",curated
hasábburgonya,"Csirkenyárs, sültburgonya",curated
galuska,Csirkepaprikás galuska,curated
galuska,Csirkepaprikás nokedlivel,curated
galuska,"Csirkepaprikás nokedlivel, tejfölös uborkasalátával",curated
Csirkepaprikás orsó tészta,Csirkepaprikás orsó tésztával,auto
galuska,"Csirkepaprikás, nokedli",curated
Csirkepaprikás tésztával,"Csirkepaprikás, tészta",auto
csirkepörkölt,Csirkepörkölt galuska,curated
csirkepörkölt,Csirkepörkölt galuskával,curated
csirkepörkölt,Csirkepörkölt nokedlival,curated
csirkepörkölt,Csirkepörkölt nokedlivel,curated
csirkepörkölt,"Csirkepörkölt nokedlivel, csalamádéval",curated
csirkepörkölt,"Csirkepörkölt nokedlivel, savanyúság",curated
csirkepörkölt,"Csirkepörkölt nokedlivel, tejfölös uborkasalátával",curated
csirkepörkölt,Csirkepörkölt orsótésztával,curated
csirkepörkölt,"Csirkepörkölt rizzsel, saláta",curated
csirkepörkölt,Csirkepörkölt sztrapacska,curated
csirkepörkölt,Csirkepörkölt tortillába tekerve citrusos tejföllel,curated
csirkepörkölt,Csirkepörkölt tortillába tekerve lime - os tejföllel,curated
csirkepörkölt,Csirkepörkölt tortillába tekerve pikáns tejföllel,curated
csirkepörkölt,Csirkepörkölt tésztával,curated
csirkepörkölt,"Csirkepörkölt tésztával, saláta",curated
csirkepörkölt,"Csirkepörkölt tésztával, tejfölös uborkasaláta",curated
csirkepörkölt,Csirkepörkölt tészával,curated
csirkepörkölt,"Csirkepörkölt, nokedli",curated
csirkepörkölt,"Csirkepörkölt, nokedli, csemege uborka",curated
csirkepörkölt,"Csirkepörkölt, tészta",curated
Csirkeragu bulgur,"Csirkeragu, bulgurral",auto
káposztás tészta,"Csirkeraguleves - almás fahéjas gombóc, káposztás tészta",curated
rizibizi,"Csirkeszárny corn flakes bundában, rizi-bizi, barack befőtt",curated
rizibizi,"Csirkeszárny corn flakes bundában, rizi-bizi, barackbefőtt",curated
rizibizi,"Csirkeszárny cornflakes bundában, rizibizi, barackbefőtt",curated
Olasz csirkés tésztasaláta,Csirkés olasz tésztasaláta,auto
Thai csirkés tészta,Csirkés thai tészta,auto
Csk burger,Csk burger 2190.,auto
hasábburgonya,"Csk burger, sült krumplival",curated
hasábburgonya,"Csk hamburger, sült krumplival",curated
petrezselymes burgonya,"Csongrádi batyu, petrezselymes burgonya",curated
petrezselymes burgonya,"Csongrádi sertés tekercs, petrezselymes burgonya, saláta",curated
burgonyapüré,"Csongrádi sertés tekercs, petrezselymes burgonya, saláta c: fokhagymás sertéssült, tört burgonya, párolt káposzta",curated
petrezselymes burgonya,"Csongrádi sertés tekercs, petrezselymes burgonya, saláta c: roston sült csirkecomb, zöldséges rizs, saláta",curated
petrezselymes burgonya,"Csongrádi sertés tekercs, petrezselymes burgonya, saláta c: töltött csirkecomb, zöldséges rizs, saláta",curated
burgonyapüré,"Csongrádi sertés tekercs, párolt rizs, saláta c: töltött csirkecomb, tört burgonya, kompót",curated
rizibizi,"Csongrádi sertés tekercs, rizibizi, saláta",curated
rizibizi,"Csongrádi sertés tekercs, rizibizi, saláta c: roston sült csirkecomb, hagymás burgonya, párolt zöldség",curated
burgonyapüré,"Csongrádi sertés tekercs, tört burgonya, saláta c: rakott karfiol",curated
burgonyapüré,"Csongrádi sertés tekercs, törtburgonya, saláta",curated
rizibizi,"Csongrádi sertéstekercs, rizibizi",curated
rizibizi,Csongrádi szelet rizibizivel,curated
burgonyapüré,"Csongrádi szelet, hagymás törtburgonya",curated
petrezselymes burgonya,"Csongrádi szelet, petrezselymes burgonya",curated
burgonyapüré,"Csongrádi szelet, törtburgonya",curated
hasábburgonya,Csongrádi tekercs hasábburgonya,curated
burgonyapüré,Csongrádi tekercs krumplipüré,curated
hasábburgonya,Csongrádi tekercs lecsós steak burgonya,curated
hasábburgonya,Csongrádi tekercs steak burgonya házi káposzta saláta,curated
burgonyapüré,"Csongrádi tekercs, burgonyapüré",curated
burgonyapüré,"Csongrádi tekercs, hagymás törtburgonya",curated
hasábburgonya,"Csongrádi tekercs, hasábburgonya, csemege uborka",curated
burgonyapüré,"Csongrádi tekercs, krumplipürével",curated
petrezselymes burgonya,"Csongrádi tekercs, petrezselymes burgonya",curated
rizibizi,"Csongrádi tekercs, rizibizi",curated
hasábburgonya,"Csongrádi tekercs, steak burgonya",curated
hasábburgonya,"Csongrádi tekercs, sültburgonya",curated
burgonyapüré,"Csongrádi tekercs, törtburgonya",curated
burgonyapüré,Csongrádi töltött karaj burgonyapürével,curated
hasábburgonya,"Csongrádi töltött karaj, sült krumpli, csemege uborka",curated
hasábburgonya,Csongrádi töltött szelet steak burgonya,curated
csontleves,Csontleves,curated
csontleves,Csontleves - eperkrém leves,curated
csontleves,Csontleves - eperkrémleves,curated
csontleves,Csontleves - francia hagymaleves,curated
gyümölcsleves,Csontleves - gyümölcsleves,curated
csontleves,Csontleves - házi májgombócleves - áfonyakrémleves,curated
csontleves,"Csontleves cigánypecsenye, fűszeres burgonya, savanyúság",curated
csontleves,Csontleves csigatészta,curated
csontleves,Csontleves csigatésztával,curated
csontleves,Csontleves cérnametélt,curated
csontleves,Csontleves cérnametélttel,curated
gyümölcsleves,Csontleves cérnametélttel - gyümölcsleves,curated
csontleves,Csontleves cérnametélttel - korhelyleves - mangókrémleves,curated
csontleves,Csontleves cérnametélttel a :mediterrán töltött karaj rizzsel,curated
csontleves,"Csontleves cérnametélttel rántott sertés szelet, vajas burgonya, saláta",curated
csontleves,Csontleves eperszalaggal,curated
csontleves,Csontleves gazdagon,curated
gyümölcsleves,Csontleves gazdagon - gyümölcsleves,curated
csontleves,Csontleves lúdgége tésztával,curated
csontleves,Csontleves tészta,curated
csontleves,Csontleves tésztával,curated
gyümölcsleves,Csontleves tésztával - gyümölcsleves,curated
csontleves,Csontleves zöldségekkel,curated
Csopaki aprópecsenye tésztával,Csopaki aprópecsenye tészta,auto
gyümölcsleves,Csorbaleves / gyümölcsleves,curated
hasábburgonya,"Csáky rostélyos, steak burgonya",curated
burgonyapüré,"Csáky rostélyos, törtburgonya",curated
Császármorzsa baracklekvár,Császármorzsa baracklekvárral,auto
rizibizi,Csípős csirkeszárnyak rizibizivel mentás mártogatóssal,curated
húsleves,Csülkös babgulyás leves – marha húsleves tésztával,curated
burgonyapüré,Csülök Pékné módra burgonyapürével,curated
burgonyapüré,Csülök Pékné módra párolt lilakáposztával és burgonyapürével,curated
hasábburgonya,Csülök Pékné módra steak burgonya,curated
Csülök Pékné módra tepsis burgonya,Csülök Pékné módra tepsis burgonya 10,auto
burgonyapüré,Csülök Pékné módra tört burgonya,curated
burgonyapüré,"Csülök Pékné módra, törtburgonya",curated
galuska,"Csülök pörkölt, galuska",curated
savanyúság,Csülökpörkölt főtt burgonya savanyúság,curated
savanyúság,"Csülökpörkölt főttburgonya, savanyúság",curated
savanyúság,Csülökpörkölt tarhonyával savanyúsággal,curated
galuska,"Csülökpörkölt, galuska",curated
galuska,"Csülökpörkölt, nokedli",curated
galuska,"Csülökpörkölt, nokedlivel",curated
"Csülökpörkölt, sósburgonya","Csülökpörkölt, sósburgonyával",auto
savanyúság,"Csülökpörkölt, tarhonya, csemege uborka",curated
savanyúság,"Csülökpörkölt, tarhonya, savanyúság",curated
savanyúság,"Csülökpörkölt, tarhonyával, savanyúság",curated
hasábburgonya,"Csőben sült , fetasajtos pulykamell, sültburgonya",curated
burgonyapüré,"Csőben sült ananászos csirkemell, burgonyapüré",curated
milánói sertésborda,"Csőben sült ananászos csirkemell, párolt rizs c: Milánói sertésborda",curated
"Csőben sült barackos csirkemell, bulgur",Csőben sült barackos csirkemell bulgurral,auto
milánói sertésborda,"Csőben sült barackos csirkemell, párolt rizs c: Milánói sertés borda",curated
milánói sertésborda,"Csőben sült barackos csirkemell, párolt rizs c: Milánói sertésborda",curated
petrezselymes burgonya,"Csőben sült barackos csirkemell, párolt rizs c: Párizsi sertéscsíkok, petrezselymes burgonya, saláta",curated
milánói sertésborda,"Csőben sült barackos csirkemell, vajas burgonya, saláta c: Milánói sertés borda",curated
milánói sertésborda,"Csőben sült barackos csirkemell, vajas burgonya, saláta c: Milánói sertésborda",curated
hasábburgonya,"Csőben sült brokkoli, hasábburgonya",curated
"Csőben sült brokkoli, vasalt csirkecombbal","Csőben sült brokkoli, vasalt csirkecomb",auto
Csőben sült brokkolis csirkemell bulgurral,"Csőben sült brokkolis csirkemell, bulgur",auto
burgonyapüré,"Csőben sült brokkolis csirkemell, burgonyapüré",curated
"Csőben sült brokkolis csirkemell, párolt rizs, saláta","Csőben sült brokkolis csirkemell, párolt rizs",auto
burgonyapüré,"Csőben sült brokkolis csirkemell, törtburgonya",curated
"Csőben sült brokkolis, baconös, sajtos, csirkemell, krokett","Csőben sült brokkolis, baconös csirkemell, krokett",auto
petrezselymes burgonya,"Csőben sült füstölt sajtos csirkemell, párolt rizs c: szezámmagos rántott sertésszelet, petrezselymes burgonya, saláta",curated
petrezselymes burgonya,"Csőben sült gyümölcsös csirkemell, petrezselymes burgonya",curated
milánói sertésborda,"Csőben sült gyümölcsös csirkemell, párolt rizs c: Milánói sertésborda",curated
petrezselymes burgonya,"Csőben sült gyümölcsös csirkemell, párolt rizs c: sertés szelet Orly módra, petrezselymes burgonya, saláta",curated
petrezselymes burgonya,"Csőben sült gyümölcsös csirkemell, párolt rizs c: szezámmagos rántott sertés szelet, petrezselymes burgonya, saláta",curated
burgonyapüré,"Csőben sült magyaróvári sertéskaraj, burgonyapüré",curated
Csőben sült tejszínes - gombás csirkemell bulgurral,"Csőben sült tejszínes - gombás csirkemell, bulgur",auto
"Csőben sült többsajtos csirkemell, bulgur",Csőben sült többsajtos csirkemell bulgurral,auto
burgonyapüré,Csőben sült többsajtos csirkemell krumplipürével,curated
petrezselymes burgonya,"Csőben sült ínyenc karaj, petrezselymes burgonya",curated
