canonical_name,variant_name,match_type
gyümölcsleves,Gombás csirkeragu - gyümölcsleves,curated
hasábburgonya,"Gombás hamburger, sült krumplival",curated
burgonyapüré,Gombás rakott burgonyapüré,curated
gyümölcsleves,Gombás sertés raguleves - gyümölcsleves,curated
burgonyapüré,"Gombás sertés szelet, törtburgonya",curated
"Tejszínes, gombás csirkemell rizzsel",Gombás tejszínes csirkemell rizzsel,auto
"Tejszínes - gombás csirke, rizs","Gombás, tejszínes csirke, rizs",auto
rizibizi,"Gombás, tejszínes csirkemell, rizibizi",curated
rizibizi,Gombával töltött csirkecomb rizi-bizivel,curated
hasábburgonya,Gordon Bleu hasábburgonya,curated
petrezselymes burgonya,Gordon Bleu petrezselymes burgonya,curated
rizibizi,"Gordon Bleu, rizibizi",curated
hasábburgonya,"Gordon Bleu, steak burgonya",curated
hasábburgonya,Grill csirke párolt lilakáposztával. sült hasábburgonya,curated
hasábburgonya,"Grill csirke, steak burgonya",curated
Grill csirke vegyes köret,"Grill csirke, vegyes körettel",auto
burgonyapüré,"Grillcsirke, burgonyapüré",curated
túrós csusza,Grillezett camembert – kertisaláta - túrós csusza – szalonnapörccel,curated
roston csirkemell,Grillezett csirkemell burgonyával és sajtszósszal,curated
burgonyapüré,"Grillezett csirkemell gombamártással ,burgonyapürével",curated
roston csirkemell,Grillezett csirkemell gombamártással jázmin rizzsel és párolt zöldséggel,curated
hasábburgonya,Grillezett csirkemell hasábburgonya és sajtmártás,curated
roston csirkemell,Grillezett csirkemell hasábburgonyával és sajtmártással,curated
burgonyapüré,Grillezett csirkemell krumplipüré,curated
roston csirkemell,Grillezett csirkemell mustár mártással hasábburgonyával,curated
petrezselymes burgonya,Grillezett csirkemell petrezselymes burgonya,curated
roston csirkemell,"Grillezett csirkemell, gombás rizzsel",curated
roston csirkemell,"Grillezett csirkemell, vajas burgonya",curated
roston csirkemell,"Grillezett csirkemell, zöldséges - majonézes tésztasaláta",curated
roston csirkemell,"Grillezett csirkemell, zöldségsaláta, rizs",curated
roston csirkemell,"Grillezett csirkemell, ázsiai zöldséges rizs",curated
hasábburgonya,"Grillezett sertésjava, steak burgonya",curated
"Grízes tészta, baracklekvár",Grízes tészta baracklekvárral,auto
Grízes tészta meggymártással fehér csokoládéval,Grízes tészta meggymártással és fehér csokoládéval,auto
"Grízes tészta, barack lekvár","Grízes tészta, barack lekvárral",auto
galuska,Grízgaluska leves,curated
galuska,Grízgaluska leves brokkolival,curated
galuska,Grízgaluskaleves,curated
gyümölcsleves,Grízgaluskaleves - gyümölcsleves,curated
csontleves,Grízgombócleves - csontleves cérnametélttel - tejfölös krumplileves,curated
galuska,"Gulyásleves - aranygaluska, prézlis tészta",curated
káposztás tészta,Gulyásleves - burgonyás tészta vagy káposztás tészta,curated
csontleves,Gulyásleves - csontleves,curated
túrós csusza,"Gulyásleves - diós, baracklekváros nudli, túrós tészta",curated
gyümölcsleves,Gulyásleves - gyümölcsleves,curated
káposztás tészta,"Gulyásleves - krémes palacsinta, káposztás tészta",curated
káposztás tészta,Gulyásleves - mogyorókrémes gombóc vagy káposztás tészta,curated
káposztás tészta,"Gulyásleves - mogyorókrémes gombóc, káposztás tészta",curated
káposztás tészta,"Gulyásleves - máglyarakás, káposztás tészta",curated
káposztás tészta,Gulyásleves - mákos nudli vagy káposztás tészta,curated
káposztás tészta,"Gulyásleves - rizsfelfújt, káposztás tészta",curated
káposztás tészta,"Gulyásleves - szilvás gombóc, káposztás tészta",curated
túrós csusza,"Gulyásleves - sült derelye öntettel, túrós tészta",curated
túrós csusza,"Gulyásleves - túrós csusza, burgonyás tészta",curated
túrós csusza,"Gulyásleves - túrós csusza, grízes metélt",curated
túrós csusza,"Gulyásleves - túrós csusza, káposztás tészta",curated
túrós csusza,Gulyásleves - túrós tészta vagy káposztás tészta,curated
túrós csusza,"Gulyásleves - túrós tészta, diós metélt",curated
túrós csusza,Gulyásleves - ízes derelye vagy túrós tészta,curated
bolognai spagetti,Gulyásleves a : Bolognai spagetti b :aranygaluska vaníliasodóval,curated
Gulyásleves csipetkével,Gulyásleves csipetke,auto
gyümölcsleves,Gulyásleves csipetkével - gyümölcsleves,curated
Gulyásleves házi csipetke,Gulyásleves házi csipetkével,auto
túrós csusza,"Gulyásleves, halászlé - túrós csusza , darás metélt",curated
túrós csusza,"Gulyásleves, halászlé - túrós csusza, diós metélt",curated
túrós csusza,"Gulyásleves, halászlé - túrós csusza, mákos metélt",curated
hasábburgonya,"Gyors, sültburgonya, friss saláta",curated
gyros tál,Gyros,curated
gyros tál,Gyros fetával,curated
gyros tál,Gyros hasábburgonyával,curated
gyros tál,Gyros tál,curated
hasábburgonya,"Gyros, friss sali, sültburgonya",curated
gyros tál,"Gyros, friss saláta, pita",curated
gyros tál,"Gyros, friss saláta, sült burgonya",curated
hasábburgonya,"Gyros, friss saláta, sültburgonya",curated
hasábburgonya,"Gyros, hasábburgonya, tzatziki",curated
hasábburgonya,"Gyros, sültburgonya",curated
hasábburgonya,"Gyros, sültburgonya, friss sali",curated
hasábburgonya,"Gyros, sültburgonya, friss saláta",curated
hasábburgonya,"Gyros, sültburgonya, saláta",curated
gyros tál,"Gyros, sültburgonyával",curated
gyros tál,"Gyros, sültburgonyával, friss sali",curated
gyros tál,"Gyros, sültburgonyával, saláta",curated
gyros tál,"Gyros, tortilla lapon",curated
gyros tál,Gyrosos calzone mártogatóssal,curated
gyros tál,Gyrosos tortilla,curated
hasábburgonya,"Gyrosos tortilla, sült krumplival",curated
gyros tál,Gyroszos calzone,curated
hasábburgonya,Gyöngyölt csirkemell sült krumpli,curated
petrezselymes burgonya,"Gyümölccsel töltött sertéstekercs, petrezselymes burgonya, saláta c: roston sült csirkeszárny, zöldséges rizs, saláta",curated
gyümölcsleves,Gyümölcs leves,curated
"Gyümölcsfőzelék, sült csirkecombbal",Gyümölcsfőzelék sült csirkecomb,auto
"Gyümölcsfőzelék, Párizsi szelettel","Gyümölcsfőzelék, Párizsi szelet",auto
gyümölcsleves,Gyümölcsleves,curated
bécsi szelet,"Gyümölcsleves - bécsi szelet, majonézes burgonyasaláta",curated
gyümölcsleves,Gyümölcsleves - csontleves,curated
gyümölcsleves,"Gyümölcsleves - grillcsirke, jázmin rizzsel, joghurtos francia salátával",curated
gyümölcsleves,Gyümölcsleves - zöldségleves,curated
gyümölcsleves,"Gyümölcsleves aszalt szilvás - baconos sertés tekercs, jázmin rizs, francia saláta",curated
gyümölcsleves,Gyümölcsleves filézett csirkecomb zöldséges bulgurral,curated
gyümölcsleves,Gyümölcsleves túrógombóccal,curated
bolognai spagetti,"Gyümölcsleves, Bolognai rakott tészta",curated
gyümölcsleves,"Gyümölcsleves, Gyros pita",curated
gyümölcsleves,"Gyümölcsleves, Gyros pitában",curated
gyümölcsleves,"Gyümölcsleves, Gyros tál",curated
gyümölcsleves,"Gyümölcsleves, Gyrostál",curated
gyümölcsleves,"Gyümölcsleves, aszalt szilvás - baconos tekercs, jázmin rizzsel, friss salátával",curated
gyümölcsleves,"Gyümölcsleves, aszalt szilvás tekercs zöldséges bulgurral",curated
gyümölcsleves,"Gyümölcsleves, bisztro burger, steak burgonyával",curated
gyümölcsleves,"Gyümölcsleves, bisztró burger",curated
gyümölcsleves,"Gyümölcsleves, bisztróburger",curated
gyümölcsleves,"Gyümölcsleves, bisztó burger",curated
gyümölcsleves,"Gyümölcsleves, bácsi szelet, gratin burgonyával",curated
bécsi szelet,"Gyümölcsleves, bécsi szelet krumplisalátával",curated
bécsi szelet,"Gyümölcsleves, bécsi szelet majonézes buronyasaláta",curated
bécsi szelet,"Gyümölcsleves, bécsi szelet, friss salátával, öntettel",curated
bécsi szelet,"Gyümölcsleves, bécsi szelet, majonézes burgonya",curated
bécsi szelet,"Gyümölcsleves, bécsi szelet, majonézes burgonyasalátával",curated
bécsi szelet,"Gyümölcsleves, bécsi szelet, majonézes burgonyával",curated
bécsi szelet,"Gyümölcsleves, bécsi szelet, petrezselymes burgonya",curated
gyümölcsleves,"Gyümölcsleves, csevap csicsa sült burgonyával, friss salátával, ajvár",curated
gyümölcsleves,"Gyümölcsleves, csevap csicsa, friss salátával, ajvárral",curated
gyümölcsleves,"Gyümölcsleves, csevapcsicsa",curated
gyümölcsleves,"Gyümölcsleves, csevapcsicsa friss salátával, ajvárral",curated
gyümölcsleves,"Gyümölcsleves, csevapcsicsa, friss ajvár salátával",curated
gyümölcsleves,"Gyümölcsleves, csirke box",curated
gyümölcsleves,"Gyümölcsleves, csirke burger",curated
gyümölcsleves,"Gyümölcsleves, csirkemell pankó morzsában jázmin rizzsel",curated
gyümölcsleves,"Gyümölcsleves, csirkemell pankó morzsában, jázmin rizs",curated
gyümölcsleves,"Gyümölcsleves, csirkemell pankómorzsában, jázmin rizzsel",curated
gyümölcsleves,"Gyümölcsleves, csirkés tortilla",curated
hasábburgonya,"Gyümölcsleves, fokhagymás tarja, steak burgonya",curated
gyümölcsleves,"Gyümölcsleves, fokhagymás tarja, steak burgonyával, csalamádéval",curated
burgonyapüré,"Gyümölcsleves, fokhagymás tarja, törtburgonya",curated
gyümölcsleves,"Gyümölcsleves, francia rakott burgonya",curated
gyümölcsleves,"Gyümölcsleves, francia rakott krumpli",curated
gyümölcsleves,"Gyümölcsleves, grill csirke, jázmin rizzsel, joghurtos friss salátával",curated
gyümölcsleves,"Gyümölcsleves, grillcsirke friss salátával, joghurtos öntettel sültburgonyával",curated
gyümölcsleves,"Gyümölcsleves, grillcsirke, friss salátával, joghurtos öntet",curated
gyümölcsleves,"Gyümölcsleves, grillcsirke, friss salátával, joghurtos öntettel",curated
gyümölcsleves,"Gyümölcsleves, grillcsirke, joghurtos friss salátával",curated
gyümölcsleves,"Gyümölcsleves, grillcsirke, jázmin rizzsel, friss salátával",curated
gyümölcsleves,"Gyümölcsleves, grillcsirke, rizs, friss saláta",curated
gyümölcsleves,"Gyümölcsleves, grillcsirke, rizzsel, friss salátával, joghurtos öntettel",curated
gyümölcsleves,"Gyümölcsleves, grillcsirke, rizzsel, friss zöldsalátával, joghurtos öntettel",curated
gyümölcsleves,"Gyümölcsleves, görög Gyrostál",curated
gyümölcsleves,"Gyümölcsleves, hagymás - gombás sült tarja karikaburgonyával",curated
gyümölcsleves,"Gyümölcsleves, hagymás - gombás tarjasült, karika burgonyával",curated
gyümölcsleves,"Gyümölcsleves, hagymás - gombás tarjasült, petrezselymes burgonya",curated
gyümölcsleves,"Gyümölcsleves, hagymás- gombás tarjasült, petrezselymes burgonyával",curated
gyümölcsleves,"Gyümölcsleves, hagymás-gombás tarjasült, karika burgonya",curated
gyümölcsleves,"Gyümölcsleves, halfilé sörtésztában, zöldfűszeres burgonyával",curated
gyümölcsleves,"Gyümölcsleves, hekk sörtésztában burgonya salátával",curated
gyümölcsleves,"Gyümölcsleves, jóasszony szelet, steak burgonyával, rizzsel",curated
gyümölcsleves,"Gyümölcsleves, kacsacomb, zöldséges bulgurral",curated
gyümölcsleves,"Gyümölcsleves, kemencés kacsa, piszkeszósszal, burgonya krokettel",curated
gyümölcsleves,"Gyümölcsleves, kemencés kacsacomb, bulgurral, salátával",curated
gyümölcsleves,"Gyümölcsleves, kemencés kacsacomb, burgonya krokettel, piszke szósszal",curated
gyümölcsleves,"Gyümölcsleves, kemencés kacsacomb, piszke szósszal, burgonya krokettel",curated
gyümölcsleves,"Gyümölcsleves, kemencés kacsacomb, piszkeszósszal, krokettel",curated
gyümölcsleves,"Gyümölcsleves, kemencés kacsacomb, piszkeszósz, burgonya krokett",curated
gyümölcsleves,"Gyümölcsleves, kemencés kacsacomb, párolt káposztával, törtburgonyával",curated
gyümölcsleves,"Gyümölcsleves, kemencés kacsacomb, zöldséges bulgur",curated
gyümölcsleves,"Gyümölcsleves, kemencés kacsamell káposztával, burgonya krokettel",curated
gyümölcsleves,"Gyümölcsleves, kemencés libacomb, zöldséges bulgur",curated
gyümölcsleves,"Gyümölcsleves, kétsajtos - spenótos szelet, jázmin rizs",curated
burgonyapüré,"Gyümölcsleves, lyoni sertéskaraj, törtburgonya",curated
gyümölcsleves,"Gyümölcsleves, lyoni tarja, karikaburgonya",curated
gyümölcsleves,"Gyümölcsleves, mandulás csirkemell rizzsel, friss saláta",curated
gyümölcsleves,"Gyümölcsleves, mandulás csirkemell rizzsel, friss salátával",curated
gyümölcsleves,"Gyümölcsleves, mandulás csirkemell, jázmin rizzsel, grill zöldséggel",curated
gyümölcsleves,"Gyümölcsleves, mustáros tarja, karika burgonyával",curated
hasábburgonya,"Gyümölcsleves, mustáros tarja, steak burgonya",curated
gyümölcsleves,"Gyümölcsleves, mustáros tarja, steak burgonyával",curated
gyümölcsleves,"Gyümölcsleves, pankó morzsában sült csirkemell, friss salátával, rizzsel",curated
gyümölcsleves,"Gyümölcsleves, pankómorzsában rántott csirkemell, friss saláta",curated
gyümölcsleves,"Gyümölcsleves, pikáns csirkenyárs, petrezselymes újburgonyával, friss salátával",curated
burgonyapüré,"Gyümölcsleves, roston tarja burgonyapürével, diós sült alma",curated
gyümölcsleves,"Gyümölcsleves, roston tarja, tepsis burgonya, friss saláta",curated
gyümölcsleves,"Gyümölcsleves, rántott csirkemell pankó morzsában, zöldséges rizs",curated
gyümölcsleves,"Gyümölcsleves, rántott csirkemell pankómorzsában, jázmin rizs",curated
gyümölcsleves,"Gyümölcsleves, rántott csirkemell pankómorzsában, zöldséges rizs",curated
gyümölcsleves,"Gyümölcsleves, rántott csirkemell pankómorzsával, friss saláta",curated
gyümölcsleves,"Gyümölcsleves, rántott csirkemell, pankó morzsában zöldséges rizzsel",curated
gyümölcsleves,"Gyümölcsleves, rántott csirkemell, pankómorzsában, francia saláta",curated
gyümölcsleves,"Gyümölcsleves, rántott csirkemell, zöldséges bulgurral, tartár mártással",curated
gyümölcsleves,"Gyümölcsleves, rántott hal, majonézes burgonyasaláta",curated
gyümölcsleves,"Gyümölcsleves, rántott pontypatkó majonézes burgonyasalátával",curated
gyümölcsleves,"Gyümölcsleves, rántott pontypatkó, krumplisalátával",curated
gyümölcsleves,"Gyümölcsleves, rántott tőkehal, zöldséges bulgurral tartárral",curated
gyümölcsleves,"Gyümölcsleves, rántott tőkehalfilé, bulgurral",curated
gyümölcsleves,"Gyümölcsleves, rántott tőkehalfilé, majonézes burgonya",curated
gyümölcsleves,"Gyümölcsleves, szecsuáni csirke jázmin rizzsel",curated
gyümölcsleves,"Gyümölcsleves, szecsuáni csirke, jázmin rizs",curated
gyümölcsleves,"Gyümölcsleves, sült camambert, jázmin rizs",curated
gyümölcsleves,"Gyümölcsleves, sült camambert, zöldséges bulgurral",curated
gyümölcsleves,"Gyümölcsleves, sült hekk, majonézes burgonyasaláta",curated
gyümölcsleves,"Gyümölcsleves, sült hekk, petrezselymes burgonya",curated
gyümölcsleves,"Gyümölcsleves, sült hekk, petrezselymes burgonyával, kovászos uborkával",curated
gyümölcsleves,"Gyümölcsleves, sült kacsacomb, burgonya krokettel, diós sült almával",curated
gyümölcsleves,"Gyümölcsleves, sült oldalas, törtburgonyával, párolt káposztával",curated
gyümölcsleves,"Gyümölcsleves, tarja gazdagon bulgurral",curated
gyümölcsleves,"Gyümölcsleves, tarja gazdagon, jázmin rizzsel",curated
gyümölcsleves,"Gyümölcsleves, tarja gazdagon, karika burgonyával",curated
gyümölcsleves,"Gyümölcsleves, tarjasült medvehagymás pirított bulgurral",curated
burgonyapüré,"Gyümölcsleves, töltött csirkecomb burgonyapürével",curated
gyümölcsleves,"Gyümölcsleves, töltött csirkecomb, friss saláta",curated
gyümölcsleves,"Gyümölcsleves, töltött csirkecomb, friss salátával",curated
gyümölcsleves,"Gyümölcsleves, töltött csirkecomb, zöldséges bulgurral",curated
gyümölcsleves,"Gyümölcsleves, tőkehal sörtésztában, majonézes burgonyával",curated
gyümölcsleves,"Gyümölcsleves, vasalt csirke, jázmin rizzsel, joghurtos friss salátával",curated
gyümölcsleves,"Gyümölcsleves, zöldséges burger csalamádéval",curated
gyümölcsleves,"Gyümölcsleves, ízes derelye",curated
rántott csirkemell,"Gyümölcsmártás, rántott jércemell",curated
petrezselymes burgonya,Gödöllői sertés szelet petrezselymes burgonya,curated
petrezselymes burgonya,Gödöllői sertésszelet petrezselymes burgonya,curated
burgonyapüré,"Gödöllői töltött csirkecomb, burgonyapüré",curated
petrezselymes burgonya,"Gödöllői töltött csirkecomb, petrezselymes burgonya",curated
hasábburgonya,Gödöllői töltött sertésszelet steak burgonya,curated
burgonyapüré,"Göngyölt hús, burgonyapüré",curated
petrezselymes burgonya,"Göngyölt hús, petrezselymes burgonya",curated
burgonyapüré,"Göngyölt hús, tepsiben, törtburgonya",curated
burgonyapüré,"Göngyölt hús, törtburgonya",curated
"Zöldborsó főzelék, göngyölt hússal","Göngyölt hús, zöldborsó főzelékkel",auto
burgonyapüré,"Göngyölt sertés, burgonyapüré",curated
rizibizi,Göngyölt sertéskaraj rizi-bizivel,curated
petrezselymes burgonya,"Göngyölthús, petrezselymes burgonya",curated
hasábburgonya,"Görög csirkecomb filé, steak burgonya",curated
hasábburgonya,"Görög csirkecomb filé, sültburgonya",curated
rizibizi,"Görög csirkecomb, rizibizi",curated
hasábburgonya,"Görög csirkecomb, steak burgonya",curated
hasábburgonya,"Görög csirkecomb, sültburgonya",curated
petrezselymes burgonya,"Görög csirkemell filé, petrezselymes burgonya",curated
gyümölcsleves,Görög gyümölcsleves,curated
burgonyapüré,"Görög sertés szelet, burgonyapüré",curated
burgonyapüré,"Görög sertéssült, törtburgonya",curated
savanyúság,"Hagymakrémleves, levesgyöngy csülökpörkölt, tarhonya, savanyúság",curated
burgonyapüré,"Hagymakrémleves, ropogós bacon Párizsi sertésszelet, burgonyapüré, kompót",curated
hasábburgonya,"Hagymás - babos sertésapró, sültburgonya",curated
burgonyapüré,Hagymás máj burgonyapürével,curated
Hagymás rostélyos steakburgonyával,Hagymás rostélyos steakburgonya,auto
petrezselymes burgonya,"Hagymás rostélyos, petrezselymes burgonya",curated
hasábburgonya,"Hagymás rostélyos, steak burgonya",curated
hasábburgonya,"Hagymás rostélyos, sültburgonya",curated
burgonyapüré,"Hagymás rostélyos, törtburgonya",curated
galuska,"Halpaprikás, kapros galuska",curated
túrós csusza,"Halpaprikás, túrós csusza",curated
burgonyapüré,"Halrudak, burgonyapüré",curated
petrezselymes burgonya,"Halrudak, petrezselymes burgonya",curated
rizibizi,"Halrudak, rizibizi",curated
rizibizi,"Halrúd, rizibizi",curated
gyümölcsleves,Halászlé - gyümölcsleves,curated
túrós csusza,Halászlé túrós csusza,curated
túrós csusza,"Halászlé, babgulyás - túrós csusza, diós metélt",curated
túrós csusza,"Halászlé, gulyásleves - túrós csusza, diós metélt",curated
túrós csusza,"Halászlé, gulyásleves - túrós csusza, mákos nudli",curated
hasábburgonya,Hamburger sült krumpli tartár,curated
rizibizi,"Hamis gulyás - Bolognai spagetti vagy halrudak, rizibizi",curated
rizibizi,Hamis gulyás - Párizsi csirkemell rizibizi vagy borsmártásos sertéskaraj csőtészta,curated
bolognai spagetti,Hamis gulyás - bácskai rizses hús vagy Bolognai spagetti,curated
rizibizi,"Hamis gulyás - bácskai rizses hús vagy rántott sajt, rizibizi",curated
bolognai spagetti,Hamis gulyás - bácskai rizseshús vagy Bolognai spagetti,curated
bolognai spagetti,Hamis gulyás - carbonara spagetti vagy Bolognai spagetti,curated
rántott sajt,"Hamis gulyás - csirkemáj rizottó vagy rántott sajt, kukoricás rizs",curated
rizibizi,"Hamis gulyás - fokhagymás sült pulykacomb rizzsel vagy rántott szelet, rizibizi",curated
milánói sertésborda,Hamis gulyás - fűszeres gombás csirkemáj rizzsel vagy Milánói sertésborda,curated
milánói sertésborda,Hamis gulyás - gombás csirkemáj rizzsel vagy Milánói sertésborda,curated
gyümölcsleves,Hamis gulyás - gyümölcsleves,curated
milánói sertésborda,Hamis gulyás - hentes apró rizzsel vagy Milánói sertésborda,curated
milánói sertésborda,Hamis gulyás - hentesapró rizzsel vagy Milánói sertésborda,curated
milánói sertésborda,"Hamis gulyás - resztelt máj, bulgur vagy Milánói sertésborda",curated
rizibizi,"Hamis gulyás - rántott camambert, rizs, tartárm. vagy magvas rántott szelet, rizibizi",curated
milánói sertésborda,"Hamis gulyás - rántott gombafejek, rizs, tartármártás vagy Milánói sertésborda",curated
rántott sajt,"Hamis gulyás - rántott sajt rizs, tartármártás vagy ínyenc batyu, rizs",curated
burgonyapüré,"Hamis gulyás - rántott sertésmáj, törtburgonya vagy rántott jérce, rizibizi",curated
rizibizi,"Hamis gulyás - sonkával töltött sajt rizzsel, tartár vagy rántott halrúd, rizibizi",curated
bolognai spagetti,"Hamis gulyás - sonkával töltött sajt, kukoricás rizs vagy Bolognai spagetti",curated
bolognai spagetti,Hamis gulyás - szerb rizses hús vagy Bolognai spagetti,curated
rántott sajt,"Hamis gulyás - szezámmagos rántott sajt, rizs vagy rántott camembert, rizs",curated
bolognai spagetti,Hamis gulyás - tárkonyos pulykaapró rizzsel vagy Bolognai spagetti,curated
bolognai spagetti,Hamis gulyásleves - zöldséges csirkeapró bulgurral vagy Bolognai spagetti,curated
galuska,Hamis gulyásleves galuska,curated
burgonyapüré,"Hamisgulyás - lyoni csirkemáj rizzsel vagy borsmártásos sertéskaraj, törtburgonya",curated
bolognai spagetti,Hamisgulyás - tejszínes gombás jérce kuszkusszal vagy Bolognai spagetti,curated
galuska,Harcsapaprikás sztrapacska,curated
túrós csusza,Harcsapaprikás túrós csusza,curated
"Hawaii csirkemell, bulgur",Hawaii csirkemell bulgurral,auto
petrezselymes burgonya,"Hawaii csirkemell csőben sütve, petrezselymes burgonya",curated
petrezselymes burgonya,"Hawaii csirkemell csőben sütve, petrezselymes burgonya c: Milánói sertésborda",curated
burgonyapüré,"Hawaii csirkemell, burgonyapüré",curated
hasábburgonya,"Hawaii csirkemell, sültburgonya",curated
rizibizi,"Hawaii csirkemell, vajas burgonya c: rántott sertés szelet- rántott brokkoli, rizibizi, majonéz",curated
burgonyapüré,"Hawaii szelet, burgonyapüré",curated
"Hentes aprópecsenye, tészta",Hentes aprópecsenye tésztával,auto
Hentes tokány tarhonya,Hentes tokány tarhonyával,auto
"Hentes tokány, tészta",Hentes tokány tésztával,auto
gyümölcsleves,Hideg almaleves,curated
paradicsomleves,"Hideg bazsalikomos paradicsomleves mozzarellával dijoni mustáros szűz pankómorzsában, petrezselymes újburgonya",curated
gyümölcsleves,Hideg erdei gyümölcsleves,curated
gyümölcsleves,Hideg meggyleves,curated
gyümölcsleves,Hideg mentás meggyleves,curated
hasábburgonya,Hollandi mártásos szűzérme steak burgonya és párolt caruzabab,curated
hasábburgonya,"Holstein sertésszelet, steak burgonya",curated
burgonyapüré,"Holstein sertésszelet, törtburgonya",curated
hasábburgonya,Holstein szelet hasábburgonya,curated
hasábburgonya,Holstein szelet hasábburgonya káposzta saláta,curated
hasábburgonya,Holstein szelet hasábburgonya káposztasaláta,curated
hasábburgonya,"Holstein szelet hasábburgonya, uborka",curated
burgonyapüré,Holstein szelet krumplipüré,curated
burgonyapüré,Holstein szelet krumplipürével,curated
burgonyapüré,"Holstein szelet, burgonyapüré",curated
petrezselymes burgonya,"Holstein szelet, petrezselymes burgonya",curated
rizibizi,"Holstein szelet, rizibizi",curated
rizibizi,"Holstein szelet, rizibizivel",curated
hasábburgonya,"Holstein szelet, steak burgonya",curated
hasábburgonya,"Holstein szelet, sültburgonya",curated
Hortobágyi sertésragu szarvacska,Hortobágyi sertésragu szarvacskával,auto
burgonyapüré,Hurka kolbász törtburgonya,curated
gyros tál,Házi Gyros tál,curated
gyros tál,Házi Gyrostál,curated
burgonyapüré,"Házi disznótoros, törtburgonya, párolt káposzta",curated
húsleves,Házias marhahúsleves,curated
csontleves,Húsgombóc leves - csontleves cérnametélttel,curated
gyümölcsleves,Húsgombóc leves - gyümölcsleves,curated
Tejfölös húsgombóc leves,Húsgombóc leves tejfölösen,auto
Húsgombóc paradicsommártással,"Húsgombóc, paradicsommártás",auto
csontleves,Húsgombócleves - csontleves cérnametélttel,curated
Tejfölös húsgombócleves,Húsgombócleves tejfölösen,auto
húsleves,Húsleves,curated
húsleves,Húsleves csigatésztával,curated
húsleves,Húsleves cérna metélt,curated
húsleves,Húsleves cérnametélttel,curated
húsleves,Húsleves cérnácska,curated
húsleves,Húsleves daragaluskával,curated
húsleves,Húsleves eperszalaggal,curated
húsleves,Húsleves gazdagon,curated
húsleves,Húsleves grízgaluskával,curated
húsleves,"Húsleves lassan fõtt oldalassal, lúdgége tészta Milánói gnocchi",curated
húsleves,Húsleves rántott szelet petrezselymes burgonyával,curated
húsleves,Húsleves tészta,curated
húsleves,Húsleves tésztával,curated
húsleves,Húsleves zöldségekkel,curated
hasábburgonya,"Húsmentes ételek: - rántott sajt – hasábburgonya, majonéz - prézlis tészta baracklekvárral",curated
csontleves,Joghurtos ananászleves - csontleves,curated
gyümölcsleves,Joghurtos erdei gyümölcsleves,curated
rántott csirkemell,"Juhtúrós rántott csirkemell, püré",curated
petrezselymes burgonya,"Juhász bojtár kedvence, petrezselymes burgonya",curated
petrezselymes burgonya,"Juhászbojtár kedvence rántva, petrezselymes burgonya",curated
petrezselymes burgonya,"Juhászbojtár sertésszelet, petrezselymes burgonya",curated
rizibizi,"Juhászbojtár sertésszelet, rizibizi",curated
petrezselymes burgonya,"Juhászbojtár szelet, petrezselymes burgonya",curated
csontleves,Jókai bableves - csontleves,curated
gyümölcsleves,Jókai bableves - gyümölcsleves,curated
húsleves,Jókai bableves - marhahúsleves eperlevéllel,curated
húsleves,Jókai bableves - marhahúsleves tésztával,curated
káposztás tészta,"Jókai bableves - máglyarakás, káposztás tészta",curated
túrós csusza,"Jókai bableves - túrós tészta, mákos metélt",curated
húsleves,Kacsa húsleves,curated
húsleves,Kacsahúsleves,curated
húsleves,"Kacsahúsleves, gyufatészta csirke nuggets variációk, rizs, aszalt paradicsomos mártogatós",curated
burgonyapüré,"Kacsamájjal töltött gomba, burgonyapüré",curated
burgonyapüré,"Kacsamájjal töltött rántott gomba, burgonyapüré",curated
rizibizi,"Kacsamájjal töltött rántott gomba, rizibizi",curated
petrezselymes burgonya,"Kacsamájjal töltött szelet, petrezselymes burgonya",curated
burgonyapüré,"Kacsamájjal töltött szelet, törtburgonya",curated
galuska,Kakaspörkölt nokedlivel,curated
hasábburgonya,"Kakaspörkölt túrós tésztával b: Cordon Bleu, sültburgonya",curated
galuska,"Kakaspörkölt, kapros galuska",curated
túrós csusza,"Kakaspörkölt, túrós csusza",curated
rizibizi,"Kapros juhtúróval töltött sertés szelet, rizibizi",curated
hasábburgonya,"Kapros juhtúróval töltött sertés szelet, sültburgonya",curated
petrezselymes burgonya,"Kapros pulykaragu, tésztával b: kijevi szelet, petrezselymes burgonya",curated
sertéspörkölt,Kapros tökfőzelék sertéspörkölt,curated
fasírozott,"Kapros tökfőzelék, fasírt",curated
sertéspörkölt,"Kapros tökfőzelék, sertéspörkölttel",curated
"Kapros tökfőzelék, vagdalt","Kapros tökfőzelék, vagdalttal",auto
gyümölcsleves,Kapros tökleves - gyümölcsleves,curated
csontleves,Karaláb krémleves - csontleves cérnametélttel,curated
csontleves,Karaláb krémleves - csontleves tésztával,curated
gyümölcsleves,Karaláb krémleves - gyümölcsleves,curated
gyümölcsleves,Karamellizált almaleves,curated
gyümölcsleves,"Karamellizált almaleves budapest szelet, tészta",curated
hasábburgonya,"Karfiol Párizsi bundában, hasábburgonya, céklasaláta",curated
gyümölcsleves,Karfiol leves - gyümölcsleves,curated
fasírozott,"Karfiolfasírt grillzöldséggel, kölessel",curated
csontleves,Karfiolleves - csontleves,curated
csontleves,Karfiolleves - csontleves cérnametélttel,curated
zöldségleves,Karfiolleves - zöldségleves,curated
